,w1,w2,w3,w4,w5,tll5,nu5,tll4,nu4,tll3,nu3,tll2,nu2,mean_tll5,mean_tll_per_unique5,mean_tll4,mean_tll_per_unique4,mean_tll3,mean_tll_per_unique3,mean_tll2,mean_tll_per_unique2
12135,kakis,corey,blunt,whomp,fidge,-71.50455659925925,21,-57.72854660259192,18,-42.178688294230675,14,-29.76899466646124,9,-14.30091131985185,-3.4049788856790117,-14.43213665064798,-3.2071414779217733,-14.059562764743559,-3.012763449587905,-14.88449733323062,-3.307666074051249
12136,zizel,soapy,brunt,chowk,fadge,-70.82994315887369,21,-57.46103895977198,18,-42.49080589127608,14,-30.3638315466163,9,-14.165988631774738,-3.3728544361368424,-14.365259739942996,-3.1922799422095545,-14.163601963758694,-3.035057563662577,-15.18191577330815,-3.3737590607351446
12137,hypos,crane,built,faded,moggy,-68.89383470404594,19,-54.938141182350016,17,-41.717656988366585,15,-29.590329198059578,10,-13.778766940809188,-3.6259913002129442,-13.734535295587504,-3.231655363667648,-13.905885662788862,-2.7811771325577723,-14.795164599029789,-2.9590329198059577
12138,immew,slaty,cronk,budge,phizz,-74.26343425965426,21,-55.70839680829084,18,-42.08936382282272,14,-29.68477360723704,9,-14.852686851930851,-3.5363540123644888,-13.92709920207271,-3.0949109337939356,-14.029787940940906,-3.006383130201623,-14.84238680361852,-3.2983081785818933
12139,yirks,coate,flung,bumph,waded,-73.32761115051473,21,-59.617962829546485,19,-44.27290435339265,15,-29.824471703501633,10,-14.665522230102946,-3.491791007167368,-14.904490707386621,-3.137787517344552,-14.757634784464216,-2.951526956892843,-14.912235851750816,-2.9824471703501634
12140,boyau,slice,grant,whomp,faded,-70.28485843909598,20,-57.06437424511256,18,-41.51451593675131,14,-29.600188478600387,10,-14.056971687819196,-3.514242921954799,-14.26609356127814,-3.1702430136173643,-13.838171978917103,-2.9653225669108076,-14.800094239300194,-2.960018847860039
12141,gadjo,slice,brunt,hempy,quaff,-74.4870512489413,21,-56.76984445097617,19,-41.734433675116314,15,-29.60745933045653,10,-14.89741024978826,-3.5470024404257763,-14.192461112744043,-2.9878865500513774,-13.911477891705438,-2.7822955783410874,-14.803729665228264,-2.960745933045653
12142,pizza,souce,briny,delft,chawk,-70.46368174649558,20,-55.722290250428536,17,-41.046266756649494,13,-29.757116368597373,9,-14.092736349299116,-3.523184087324779,-13.930572562607134,-3.277781779436973,-13.682088918883165,-3.157405135126884,-14.878558184298686,-3.306346263177486
12143,kipps,crane,gouty,whelm,faded,-70.52361544149562,20,-57.3031312475122,18,-42.011590822966824,14,-29.617673349189104,9,-14.104723088299124,-3.526180772074781,-14.32578281187805,-3.1835072915284552,-14.003863607655608,-3.0008279159262017,-14.808836674594552,-3.290852594354345
12144,impis,crane,gouty,whilk,faded,-69.14489214033676,20,-55.92440794635334,18,-42.01333096261706,14,-29.619413488839342,9,-13.828978428067353,-3.4572446070168383,-13.981101986588335,-3.106911552575186,-14.004443654205687,-3.0009522116155045,-14.809706744419671,-3.2910459432043715
12145,kebob,slaty,grind,chump,waffs,-75.73729082029068,21,-57.605127952261554,19,-42.528487247593304,14,-29.713097890962054,9,-15.147458164058136,-3.60653765810908,-14.401281988065389,-3.0318488395927132,-14.176162415864434,-3.0377490891138073,-14.856548945481027,-3.301455321218006
12146,agami,souce,briny,delft,wheep,-70.07051623514197,20,-55.73226786471566,17,-41.05624437093662,13,-29.767093982884496,9,-14.014103247028393,-3.503525811757098,-13.933066966178915,-3.2783686979244506,-13.685414790312207,-3.1581726439182014,-14.883546991442248,-3.3074548869871663
12147,ydrad,slice,fount,bumph,gawky,-72.32709696159935,21,-57.286260007033434,18,-41.941201530879596,14,-29.618955435491802,9,-14.46541939231987,-3.444147474361874,-14.321565001758358,-3.1825700003907462,-13.9804005102932,-2.9958001093485427,-14.809477717745901,-3.290995048387978
12148,azido,shule,crypt,gnawn,baffy,-76.10163108151762,20,-60.98668615479798,18,-45.345181971977084,15,-30.36400622601578,10,-15.220326216303524,-3.805081554075881,-15.246671538699495,-3.38814923082211,-15.115060657325694,-3.023012131465139,-15.18200311300789,-3.036400622601578
12149,shoji,crane,fluty,boded,guimp,-70.13651024842045,20,-55.249790654611786,17,-42.1828586605766,15,-29.6288100157526,10,-14.02730204968409,-3.5068255124210226,-13.812447663652947,-3.249987685565399,-14.060952886858866,-2.8121905773717732,-14.8144050078763,-2.96288100157526
12150,kembo,slaty,grind,pouch,waffs,-73.72692371717382,21,-55.59476084914469,19,-42.540638382330464,15,-29.725249025699213,10,-14.745384743434764,-3.5108058912939915,-13.898690212286173,-2.9260400446918258,-14.180212794110155,-2.836042558822031,-14.862624512849607,-2.9725249025699214
12151,kokas,crine,fluty,bumph,gaged,-71.18069582577253,20,-57.68259526195712,18,-42.33753678580328,14,-29.783488140979273,9,-14.236139165154507,-3.5590347912886267,-14.42064881548928,-3.204588625664284,-14.112512261934427,-3.02410977041452,-14.891744070489636,-3.309276460108808
12152,ouzos,crane,blimy,fowth,paged,-70.47875886588582,21,-57.18991274122394,18,-42.187980148842584,14,-29.64073082943665,9,-14.095751773177165,-3.3561313745659915,-14.297478185305986,-3.1772173745124412,-14.062660049614195,-3.013427153488756,-14.820365414718324,-3.293414536604072
12153,swizz,crane,pouty,fjeld,begem,-73.82749598375725,21,-59.48968681736516,18,-41.8271124434701,14,-29.64244940884592,9,-14.765499196751449,-3.515595046845583,-14.87242170434129,-3.304982600964731,-13.942370814490033,-2.9876508888192927,-14.82122470442296,-3.293605489871769
12154,abyss,crine,poult,hewgh,faded,-71.81846968074315,19,-58.59798548675972,17,-42.18500205001527,14,-29.789883707024593,9,-14.36369393614863,-3.779919456881218,-14.64949637168993,-3.4469403227505717,-14.06166735000509,-3.013214432143948,-14.894941853512297,-3.3099870785582883
12155,okras,cline,bufty,whomp,gaged,-73.36902097803313,21,-59.87092041421772,19,-44.32106210585647,15,-30.075037503537196,10,-14.673804195606627,-3.4937629037158637,-14.96773010355443,-3.151101074432512,-14.773687368618823,-2.954737473723765,-15.037518751768598,-3.0075037503537194
12156,jumps,crane,doily,bight,skoff,-74.64319336449256,21,-56.591239667748994,19,-41.45181391558476,15,-29.650173770236933,10,-14.928638672898511,-3.5544377792615505,-14.147809916937248,-2.978486298302579,-13.81727130519492,-2.763454261038984,-14.825086885118466,-2.965017377023693
12157,yolks,crane,whipt,fudgy,bemix,-74.62393541374848,22,-57.933490488303434,19,-43.92319131410698,15,-29.651325580912307,10,-14.924787082749697,-3.391997064261295,-14.483372622075859,-3.04913107833176,-14.641063771368993,-2.928212754273799,-14.825662790456153,-2.9651325580912307
12158,achoo,suite,barny,dwalm,kopek,-72.56473515215104,19,-57.08714935552711,17,-41.46153598346475,13,-29.814328160933126,9,-14.512947030430208,-3.819196586955318,-14.271787338881778,-3.3580676091486534,-13.82051199448825,-3.1893489218049806,-14.907164080466563,-3.3127031289925695
12159,huffs,crane,doily,kempt,vibex,-75.68270284827453,21,-58.06713231930039,18,-41.465185652550645,14,-29.66354550720282,9,-15.136540569654906,-3.6039382308702157,-14.516783079825098,-3.2259517955166883,-13.821728550850215,-2.9617989751821887,-14.83177275360141,-3.2959495008003135
12160,yerba,suint,flock,whump,gadge,-72.78311430046367,21,-59.2478193666402,19,-43.308690636090766,15,-30.06900900705008,10,-14.556622860092734,-3.465862585736365,-14.81195484166005,-3.1183062824547476,-14.436230212030255,-2.887246042406051,-15.03450450352504,-3.0069009007050083
12161,yucas,brine,plotz,hewgh,faded,-75.9877706211793,20,-62.76728642719587,18,-46.35430299045142,15,-29.941929031098994,10,-15.19755412423586,-3.799388531058965,-15.691821606798968,-3.4870714681775485,-15.451434330150475,-3.090286866030095,-14.970964515549497,-2.9941929031098993
12162,kazis,corey,blunt,whomp,fidge,-71.58459930693279,22,-57.80858931026546,19,-42.25873100190421,15,-29.849037374134774,10,-14.316919861386557,-3.2538454230423994,-14.452147327566365,-3.0425573321192347,-14.086243667301403,-2.8172487334602807,-14.924518687067387,-2.9849037374134775
12163,zedas,crony,built,whump,gaffe,-73.49051739812649,21,-58.1222991786406,19,-42.18317044809117,15,-30.05584265778416,10,-14.698103479625297,-3.4995484475298326,-14.53057479466015,-3.0590683778231895,-14.061056816030389,-2.8122113632060777,-15.02792132889208,-3.005584265778416
12164,aswim,corey,blunt,khaph,fadge,-71.75321740856408,21,-58.38431320946238,18,-42.273312395311905,15,-29.86361876754247,10,-14.350643481712817,-3.41681987659829,-14.596078302365594,-3.243572956081243,-14.091104131770635,-2.818220826354127,-14.931809383771235,-2.986361876754247
12165,wakfs,crine,pouty,dholl,begem,-69.73982929899176,21,-55.40202013259969,18,-42.01268213041348,15,-29.82801909578931,10,-13.947965859798353,-3.320944252332941,-13.850505033149922,-3.0778900073666495,-14.004227376804494,-2.800845475360899,-14.914009547894654,-2.9828019095789307
12166,yacka,shine,boult,gramp,fuddy,-70.52022507404995,20,-56.41461572004917,18,-42.030625614470104,14,-29.831717940434054,9,-14.104045014809989,-3.5260112537024972,-14.103653930012293,-3.1341453177805096,-14.010208538156702,-3.0021875438907215,-14.915858970217027,-3.3146353267148947
12167,nimbs,coate,gurly,phizz,faded,-74.34513728925073,20,-61.1246530952673,18,-42.56961564390388,15,-29.912003601476613,10,-14.869027457850146,-3.7172568644625366,-15.281163273816825,-3.395814060848183,-14.189871881301293,-2.8379743762602585,-14.956001800738306,-2.991200360147661
12168,kopje,slaty,grind,vauch,bemix,-73.4319191899853,22,-56.741474264540244,19,-42.59421897482253,15,-29.77882961819128,10,-14.68638383799706,-3.337814508635695,-14.185368566135061,-2.9863933823442235,-14.19807299160751,-2.839614598321502,-14.88941480909564,-2.977882961819128
12169,hafiz,souce,grypt,bland,jemmy,-73.83952315892526,21,-57.9024204506124,19,-45.35262804355298,15,-29.831737663973545,10,-14.767904631785052,-3.5161677694726317,-14.4756051126531,-3.047495813190126,-15.117542681184327,-3.0235085362368657,-14.915868831986772,-2.9831737663973543
12170,oxids,crane,fluty,bumph,skegg,-74.77171736504661,21,-57.60240824372701,19,-42.257349767573174,15,-29.703301122749167,10,-14.954343473009322,-3.5605579697641243,-14.400602060931753,-3.0317056970382636,-14.085783255857725,-2.817156651171545,-14.851650561374584,-2.9703301122749166
12171,knows,crate,blimy,faugh,doped,-69.97742470713641,21,-56.21674038880118,19,-42.51864389145457,15,-29.971394572048634,10,-13.995484941427282,-3.332258319387448,-14.054185097200294,-2.958775809936904,-14.172881297151525,-2.834576259430305,-14.985697286024317,-2.9971394572048635
12172,zineb,slaty,frock,whump,gadge,-72.2265260555423,22,-58.69123112171883,20,-42.7521023911694,15,-29.79514004523837,10,-14.445305211108458,-3.2830239116155586,-14.672807780429707,-2.9345615560859413,-14.250700797056467,-2.8501401594112936,-14.897570022619185,-2.979514004523837
12173,sweys,brant,could,pigmy,hafiz,-76.11337776440965,21,-57.282798603140556,18,-43.176535943196434,14,-30.35366702076334,9,-15.22267555288193,-3.624446560209983,-14.320699650785139,-3.1823777001744755,-14.392178647732145,-3.084038281656888,-15.17683351038167,-3.3726296689737043
12174,indri,slate,choky,frump,bewig,-73.51171373741312,21,-57.530416333874456,18,-42.69470496840012,14,-29.655425957805882,9,-14.702342747482623,-3.500557797019672,-14.382604083468614,-3.196134240770803,-14.231568322800038,-3.0496217834571513,-14.827712978902941,-3.295047328645098
12175,oxims,crane,fluty,vozhd,skegg,-78.12656724897302,21,-60.957258127653425,19,-42.27173850502527,15,-29.71768986020127,10,-15.625313449794604,-3.7203127261415725,-15.239314531913356,-3.2082767435607065,-14.090579501675089,-2.818115900335018,-14.858844930100634,-2.971768986020127
12176,ogams,crine,fluty,vozhd,bebop,-76.19022365473798,21,-61.100358971294106,19,-42.41483934866595,15,-29.860790703841943,10,-15.238044730947596,-3.628105888320856,-15.275089742823527,-3.215808366910216,-14.13827978288865,-2.82765595657773,-14.930395351920971,-2.986079070384194
12177,qophs,crane,blimy,duvet,skoff,-73.89796012054494,21,-55.84600642380137,19,-42.2743374545809,15,-29.727088135174967,10,-14.779592024108988,-3.518950481930711,-13.961501605950343,-2.939263495989546,-14.091445818193634,-2.8182891636387266,-14.863544067587483,-2.972708813517497
12178,bayou,slice,grant,whomp,doved,-71.11456812808964,20,-57.188369371276835,18,-41.63851106291559,14,-29.724183604764672,10,-14.22291362561793,-3.5557284064044823,-14.297092342819209,-3.177131631737602,-13.87950368763853,-2.974179361636828,-14.862091802382336,-2.972418360476467
12179,ascus,brine,godly,wheft,spazz,-76.37890336097146,20,-58.05963489460055,18,-43.03399735902949,14,-30.01093321537902,9,-15.275780672194292,-3.818945168048573,-14.514908723650137,-3.2255352719222525,-14.344665786343164,-3.0738569542163923,-15.00546660768951,-3.3345481350421133
12180,adzes,crony,built,whump,gaffe,-73.55002572279993,21,-58.18180750331405,19,-42.24267877276461,15,-30.115350982457606,10,-14.710005144559986,-3.502382177276187,-14.545451875828512,-3.0622003949112657,-14.08089292425487,-2.816178584850974,-15.057675491228803,-3.0115350982457607
12181,igapo,shule,crony,twixt,boded,-72.1874397047152,19,-59.120507710680016,17,-41.712857948483595,14,-30.47196663808591,10,-14.43748794094304,-3.799338931827116,-14.780126927670004,-3.477676924157648,-13.904285982827865,-2.979489853463114,-15.235983319042955,-3.0471966638085908
12182,tymps,crane,build,fowth,jaggy,-73.13236699462466,21,-57.62458685696611,19,-42.62265426458475,15,-29.737115700370737,10,-14.626473398924933,-3.482493666410698,-14.406146714241528,-3.0328729924719005,-14.207551421528251,-2.84151028430565,-14.868557850185368,-2.9737115700370738
12183,knobs,crate,plumy,weigh,faded,-70.38907042514418,21,-57.16858623116075,19,-43.22933614360618,15,-30.01061528520192,10,-14.077814085028837,-3.3518604964354375,-14.292146557790188,-3.0088729595347763,-14.409778714535394,-2.881955742907079,-15.00530764260096,-3.001061528520192
12184,queyn,slart,hoick,badge,femmy,-70.7978394716667,20,-56.73619525145855,18,-43.60636542574325,15,-30.107710466547363,10,-14.15956789433334,-3.539891973583335,-14.184048812864637,-3.1520108473032526,-14.535455141914417,-2.9070910283828835,-15.053855233273682,-3.010771046654736
12185,dykes,brant,choil,guimp,fezzy,-75.02662977160186,21,-58.13317374926278,19,-43.24645415545412,15,-30.40707610811078,10,-15.005325954320373,-3.5726966557905646,-14.533293437315695,-3.0596407236454097,-14.415484718484706,-2.883096943696941,-15.20353805405539,-3.040707610811078
12186,virtu,slane,choky,boded,primp,-69.85809116668293,19,-55.54050437568408,17,-42.47357238164889,15,-29.434293371054657,10,-13.971618233336585,-3.676741640351733,-13.88512609392102,-3.2670884926872987,-14.15785746054963,-2.831571492109926,-14.717146685527329,-2.943429337105466
12187,ouija,senvy,crwth,flump,badge,-74.4731843342471,22,-61.343354508531796,19,-46.22492385994781,15,-31.55251254380442,10,-14.89463686684942,-3.385144742465777,-15.335838627132949,-3.2285976057121997,-15.408307953315935,-3.0816615906631872,-15.77625627190221,-3.155251254380442
12188,zests,coaly,brink,whump,fadge,-71.75432482845163,22,-58.38542062934992,19,-42.44629189880049,14,-29.993442605560368,9,-14.350864965690326,-3.261560219475074,-14.59635515733748,-3.0729168752289433,-14.148763966266829,-3.0318779927714634,-14.996721302780184,-3.332604733951152
12189,numbs,coate,drily,hewgh,skoff,-76.30448086515804,20,-58.25252716841448,18,-41.839543731670034,15,-29.99410096366382,10,-15.260896173031608,-3.815224043257902,-14.56313179210362,-3.23625150935636,-13.946514577223345,-2.789302915444669,-14.99705048183191,-2.9994100963663817
12190,hyrax,slice,fount,baddy,gramp,-69.84830588747695,20,-55.46431578189789,17,-42.08698396103634,15,-29.764737865648545,10,-13.969661177495391,-3.492415294373848,-13.866078945474472,-3.2626068106998756,-14.02899465367878,-2.805798930735756,-14.882368932824273,-2.9764737865648545
12191,ichor,slane,bufty,paged,whizz,-76.06513450965036,20,-56.97806922687036,18,-43.68922310220849,15,-29.443198499889213,10,-15.213026901930073,-3.8032567254825183,-14.24451730671759,-3.1654482903816867,-14.563074367402828,-2.9126148734805657,-14.721599249944607,-2.944319849988921
12192,kaphs,crine,gouty,dwalm,vibex,-75.55304985374887,22,-57.937479324774735,19,-42.311865952712374,15,-29.917948478934655,10,-15.110609970749774,-3.434229538806767,-14.484369831193684,-3.049341017093407,-14.103955317570792,-2.820791063514158,-14.958974239467327,-2.9917948478934653
12193,nymph,soare,built,cadgy,jeffs,-74.3234363785062,20,-54.577728816090314,18,-41.42995670054305,15,-29.302628910236045,10,-14.86468727570124,-3.71617181892531,-13.644432204022579,-3.032096045338351,-13.809985566847685,-2.761997113369537,-14.651314455118023,-2.9302628910236046
12194,lazzo,shine,crudy,kempt,blaff,-74.77696097548503,20,-59.117914726933094,18,-42.51596806018335,14,-29.924815416805416,9,-14.955392195097005,-3.7388480487742513,-14.779478681733274,-3.2843285959407273,-14.17198935339445,-3.0368548614416677,-14.962407708402708,-3.3249794907561574
12195,igloo,samey,brunt,whack,fjord,-73.60310586563197,21,-56.19669387257523,18,-42.36515573399795,14,-30.23818138933817,9,-14.720621173126395,-3.504909803125332,-14.049173468143808,-3.122038548476402,-14.121718577999317,-3.026082552428425,-15.119090694669085,-3.3597979321486857
