0,freq,rel_freq
outer,28950468,0.009219228921049599
tears,28775699,0.00916357402043442
bonds,28678295,0.009132555876830458
homes,28672134,0.009130593916513182
marks,28620422,0.009114126315161614
faced,28462817,0.009063937262117567
faces,28435004,0.009055080258010374
track,28410371,0.009047235919673175
dutch,28391120,0.00904110547038444
abuse,28339218,0.009024577363845357
shore,28078339,0.008941500875351477
gross,27887806,0.00888082595486265
steam,27828920,0.00886207380500984
negro,27694097,0.008819139642397247
delay,27693078,0.008818815143523152
hoped,27658168,0.00880769811143808
pride,27561848,0.008777025165851311
treat,27558923,0.008776093704411929
texts,27482161,0.008751648971758985
grave,27464045,0.008745879961353566
admit,27459942,0.008744573367751588
cloth,27337033,0.008705433198844568
crowd,27183445,0.008656523352843937
files,27148162,0.008645287539522322
users,27020410,0.008604605125230369
roles,26597565,0.008469950830414782
uncle,26589113,0.008467259304915412
roads,26313020,0.008379337943143321
chest,26270816,0.008365898148754368
saved,26171221,0.008334182284803846
score,26170023,0.008333800783674144
cried,25859626,0.00823495536952032
flesh,25813888,0.008220390178643578
blind,25722674,0.008191343230359197
anger,25716718,0.008189446551954768
scott,25603281,0.008153322725869569
essay,25601356,0.008152709712785531
fault,25427721,0.008097415932605313
canal,25331536,0.008066785977546514
click,25268981,0.008046865440677948
kings,25212587,0.008028906864126658
rough,25173573,0.008016482919991253
habit,25165696,0.008013974502296206
sorry,25104781,0.007994576220730404
lewis,25056497,0.007979200260340956
shock,25055649,0.007978930216135624
catch,24966916,0.007950673338220852
moves,24787121,0.007893417916171713
liver,24778974,0.007890823517420723
verse,24706558,0.007867762761320106
games,24700961,0.007865980405875243
beach,24580676,0.007827675845452646
worst,24541922,0.007815334697889632
reign,24359982,0.007757396204118278
films,24359017,0.00775708890145537
shell,24350351,0.007754329228007956
songs,24341220,0.007751421476075307
valid,24337886,0.007750359769258589
doors,24295894,0.007736987485920968
trace,24279136,0.007731650928382108
sixty,24210574,0.007709817472242988
liked,24206558,0.007708538583647924
fever,23877884,0.007603872888903471
nurse,23875250,0.007603034095935495
throw,23746663,0.007562085777266829
bones,23632884,0.007525853041844103
drama,23600765,0.007515624799118797
naval,23570489,0.007505983456712391
corps,23497049,0.007482596609495901
storm,23470314,0.007474082892715769
match,23369368,0.007441936805037177
woods,23325264,0.0074278919587730695
owing,23243750,0.0074019339595355295
smoke,23159665,0.007375157229576398
fleet,23140758,0.0073691363265219025
hopes,23139601,0.0073687678817747695
wheat,23025222,0.007332344077338836
argue,22990660,0.0073213378652814244
loose,22963149,0.0073125770325775455
newly,22861197,0.007280110585853477
guess,22824411,0.007268396144653779
trans,22812711,0.007264670298896251
organ,22746217,0.007243495393955982
sheep,22591135,0.007194109786112468
cards,22560355,0.007184307945734969
angry,22478441,0.00715822256715529
topic,22470990,0.007155849808459619
feels,22461035,0.007152679655082167
mount,22452720,0.007150031757007478
dying,22424339,0.00714099387423445
crops,22389614,0.007129935755095117
trend,22363997,0.00712177806357626
acted,22267455,0.007091034422454605
tower,22237733,0.007081569500437059
davis,22204261,0.007070910397086973
loans,22093015,0.007035484291348334
tends,22030171,0.007015471722905073
helps,21796407,0.006941029961566353
sixth,21718800,0.006916316140053143
lists,21589619,0.0068751786630614035
dated,21576323,0.0068709445737287446
males,21510842,0.00685009225697244
acres,21472072,0.00683774601423574
proud,21471334,0.006837510999349495
asian,21466185,0.006835871308767828
shook,21411884,0.006818579244624273
split,21402591,0.006815619904058058
acids,21337226,0.006794804527310973
width,21237777,0.006763135156820332
wound,21182818,0.006745633553658962
harry,21112030,0.0067230912314808445
chart,21039626,0.006700034296760491
chose,20936822,0.00666729653203767
wheel,20912342,0.006659500916298839
drove,20910390,0.006658879305109207
flows,20652698,0.006576817711523807
tired,20606874,0.006562225134088507
draft,20577344,0.006552821354155189
dozen,20456803,0.006514435270953624
wider,20334452,0.006475472796228885
yards,20181722,0.0064268361789171415
creek,20108446,0.006403501557230928
adams,20106650,0.006402929623984729
threw,20054344,0.006386272864310087
solve,19977322,0.006361745335084754
alike,19941320,0.006350280557395646
panel,19907781,0.006339600118005751
dealt,19853235,0.006322230034015138
links,19838394,0.006317503941973472
sword,19823764,0.006312845042534784
allen,19792865,0.006303005306802998
magic,19706753,0.006275583082027585
modes,19654238,0.006258859766646675
souls,19573348,0.00623310047918287
gifts,19551790,0.006226235369538356
marry,19503936,0.006210996341941707
bills,19457618,0.006196246451018867
stick,19426989,0.006186492696343024
paint,19386260,0.006173522613278204
clark,19375980,0.0061702489641852635
fewer,19359650,0.0061650487025424906
seeds,19357319,0.006164306399426183
virus,19308126,0.006148640969481727
yours,19274997,0.006138091093917524
video,19194893,0.006112582106861019
arose,19167926,0.006103994510062448
adopt,19151294,0.00609869807701636
foods,19114030,0.0060868314175028075
dates,19038522,0.006062786019087466
urged,19003706,0.006051698921147796
inter,18986494,0.006046217788055609
mercy,18932721,0.006029093864643677
santa,18834999,0.005997974454462715
slope,18799093,0.0059865402478157205
risks,18794732,0.0059851514945380635
maria,18731065,0.005964876843098354
korea,18681566,0.005949113967957164
pulse,18647609,0.005938300417154735
wives,18575584,0.005915364174361057
simon,18520520,0.005897829134122375
atoms,18502115,0.005891968092142263
wings,18473011,0.00588269997120832
devil,18459645,0.005878443590490787
clerk,18355222,0.005845190257880663
tract,18223773,0.0058033305400190015
pound,18201567,0.0057962590758402245
laugh,18161896,0.005783625911135359
boats,18117641,0.0057695329791695935
poets,18098603,0.005763470359380548
worry,18046137,0.005746762647969051
mines,18037236,0.00574392813915813
bears,18032657,0.005742469964139008
cloud,18024803,0.005739968870756134
midst,18021919,0.005739050465699321
opera,17981773,0.005726266038025666
gains,17919800,0.005706530838099909
merit,17903392,0.005701305737485419
trail,17902549,0.005701037285521864
array,17850251,0.005684383073434065
realm,17783898,0.0056632530697119
lords,17772585,0.0056596504634678895
shoes,17745203,0.00565093071060185
fears,17721106,0.005643257060583117
wales,17663336,0.005624860299094873
stuff,17634980,0.0056158303775307285
valve,17551814,0.005589346301610159
pairs,17446014,0.005555654465614726
holes,17370061,0.005531467357681255
serum,17322599,0.005516353161839901
solar,17315113,0.005513969257451793
bands,17177728,0.0054702192301528075
mayor,17099215,0.005445216894429656
cable,17056686,0.0054316736043252154
ranks,16990202,0.005410501883868501
basin,16959793,0.005400818187830834
tribe,16955868,0.005399568278036108
lunch,16951452,0.005398162010098907
guilt,16916578,0.0053870564421546275
fatal,16844795,0.005364197263862943
mills,16843277,0.005363713859259531
moses,16812234,0.005353828266964575
bases,16760032,0.005337204625918889
votes,16728125,0.005327043894244916
fired,16625562,0.005294382875575733
dried,16608560,0.005288968616638167
photo,16598046,0.005285620450630077
usage,16586506,0.005281945556609403
moore,16532074,0.005264611775731298
farms,16498274,0.005253848221320659
tight,16463407,0.005242744882514867
aimed,16461751,0.005242217532038417
tumor,16443458,0.0052363921562741025
fancy,16367760,0.005212286252671245
borne,16334570,0.005201716951757366
ruled,16334408,0.0052016653631237995
edges,16322057,0.005197732207486942
pupil,16307417,0.0051930701235647
alter,16274358,0.005182542539385371
pilot,16262831,0.0051788717851933164
award,16210691,0.005162267887945661
fails,16094970,0.005125416725816856
wells,16091647,0.005124358521932047
gates,16064666,0.005115766466856501
genes,15997430,0.005094355273236567
sorts,15994104,0.005093296114006692
blame,15906056,0.005065257373215331
urine,15900768,0.00506357341831227
tales,15892919,0.0050610739171711725
giant,15857559,0.005049813583326196
cream,15831141,0.0050414008146747085
burst,15728657,0.005008764953425597
flood,15713569,0.005003960204640162
clock,15675780,0.004991926359740053
seats,15624260,0.0049755199004727114
islam,15622493,0.004974957202228818
grows,15620031,0.00497417318237796
movie,15603488,0.004968905091235498
anglo,15602552,0.004968607023574896
knife,15597633,0.004967040576114957
badly,15561385,0.004955497460130434
ridge,15560675,0.00495527136179814
rigid,15549981,0.0049518658750860875
lover,15409946,0.00490727195964544
keeps,15368407,0.0048940439334127905
races,15311224,0.004875834101109134
renal,15288679,0.004868654682937895
rises,15280782,0.0048661398962757405
prize,15236876,0.004852158102785991
pitch,15236647,0.0048520851781126174
filed,15160559,0.004827855079651175
eager,15142911,0.0048222351030760575
knees,15085386,0.0048039163614348734
sizes,15069293,0.004798791572052316
angel,15064920,0.004797398997394396
smell,15038918,0.004789118703258732
cents,15029217,0.004786029435763536
soils,15024876,0.004784647051452986
sport,15020361,0.004783209257128606
boxes,15013629,0.004781065462800428
lakes,14967407,0.004766346142919701
grief,14892037,0.004742344690377397
winds,14864425,0.004733551694389627
flame,14826229,0.004721388241008894
deals,14755950,0.004699008009043648
brand,14697117,0.004680272736953673
actor,14665285,0.004670135888906351
tubes,14646081,0.004664020406690318
sarah,14579313,0.004642758246900686
shame,14551111,0.004633777366383264
label,14529764,0.004626979449341728
jacob,14527886,0.004626381403330391
brave,14446674,0.004600519575496165
lease,14433349,0.004596276251161201
mouse,14429821,0.004595152765363546
naked,14388297,0.004581929515856227
brick,14325995,0.004562089546421563
truck,14274010,0.0045455350086689855
diary,14270714,0.004544485402889771
cheap,14265871,0.004542943157504838
craft,14251853,0.004538479148459621
freud,14241150,0.00453507079571237
fiber,14200359,0.004522080968849518
plato,14199130,0.0045216895958207996
amino,14188976,0.004518456071220633
seeks,14150602,0.004506235934032649
norms,14122439,0.0044972674730010855
shops,14084345,0.004485136501352597
shade,14077842,0.004483065631697793
delhi,14065490,0.0044791321576125795
ports,14065276,0.004479064009664535
decay,14039469,0.004470845812958164
blank,14029903,0.00446779953599094
teams,13978284,0.004451361550336419
elder,13937577,0.004438398473135416
grasp,13876874,0.004419067702620947
elite,13832229,0.004404850575796598
guest,13818768,0.004400563942485307
piano,13786658,0.0043903385657952
cease,13784362,0.004389607408371329
prose,13781344,0.0043886463312349
multi,13766047,0.004383775026743197
paths,13666683,0.00435213272436276
strip,13657852,0.004349320506936714
rival,13655196,0.004348474708104919
asset,13627390,0.004339619933136214
baker,13610150,0.004334129883490077
hindu,13545023,0.0043133902974515645
imply,13501063,0.004299391307750627
widow,13491541,0.004296359042511038
supra,13466096,0.004288256124109301
codes,13446661,0.004282067080323183
zones,13438884,0.00427959050746367
cruel,13406017,0.0042691240653685665
brush,13361881,0.004255069028757088
roger,13360285,0.004254560785181958
graph,13348857,0.004250921557377082
poles,13301756,0.004235922321392008
laser,13264678,0.00422411489327255
vague,13264591,0.0042240871882656345
apple,13260965,0.004222932494529156
marie,13238095,0.00421564958064243
shirt,13232381,0.004213829966739992
debts,13216334,0.004208719825981782
spots,13187168,0.004199431961249808
crude,13126985,0.004180266783880118
drops,13098206,0.004171102158661663
deeds,13060935,0.004159233270009623
swept,13057003,0.004157981131076409
ghost,13054588,0.004157212078298253
posts,12966774,0.004129247854422043
talks,12954599,0.004125370745695725
oxide,12923070,0.004115330387500072
trunk,12920957,0.00411465750612523
gases,12902093,0.004108650296350014
altar,12853605,0.004093209372496076
alarm,12832839,0.004086596473948995
ruler,12783424,0.004070860348469654
shoot,12782071,0.0040704294878448725
opens,12766551,0.004065487169369928
helen,12760192,0.004063462156278294
onset,12666655,0.0040336754524644474
shaft,12655793,0.004030216466428697
alien,12651356,0.004028803511076034
hired,12633416,0.004023090547581157
globe,12624980,0.004020404117255472
alice,12618269,0.004018267010342755
swift,12544591,0.003994804372417693
rings,12541165,0.003993713368352284
clubs,12489498,0.003977260097176707
dense,12484014,0.003975513726395998
tokyo,12457062,0.003966930906322757
lodge,12456493,0.0039667497092085655
veins,12452049,0.003965334524717415
spare,12421236,0.00395552217554419
tenth,12412346,0.003952691169665178
susan,12352544,0.003933647321118875
dirty,12284107,0.003911853671024173
reads,12237556,0.003897029581634537
pains,12227770,0.0038939132460291373
buyer,12188853,0.0038815201913842004
slide,12171306,0.003875932378092973
stuck,12080201,0.003846920140679325
arrow,12065656,0.003842288309350841
tries,12035194,0.0038325877355503413
loves,12028067,0.003830318154121802
coach,12021372,0.0038281861423827713
bench,12008161,0.003823979121160317
rests,11977367,0.0038141728225058427
juice,11942361,0.003803025219378658
voted,11941805,0.0038028481620930865
nodes,11923553,0.003797035842711341
doses,11817504,0.003763264713075427
stern,11776307,0.003750145596180305
cabin,11761477,0.0037454230070705485
flour,11697169,0.0037249442302350632
bacon,11675003,0.0037178855039904997
tough,11652616,0.0037107564006594058
flash,11642588,0.0037075630005520125
pause,11628988,0.003703232102919329
camps,11610419,0.0036973188354089397
lungs,11600192,0.0036940620640788326
humor,11571621,0.003684963676118289
honey,11473212,0.0036536254919172055
meets,11445760,0.0036448834476662923
haven,11432271,0.003640587897801052
aging,11382198,0.003624642233303894
bride,11377828,0.0036232506139910387
fires,11336907,0.0036102193888419925
brass,11292766,0.003596162759988737
faint,11272015,0.003589554638166986
charm,11269539,0.003588766160039153
ample,11254352,0.0035839298848665386
loyal,11250383,0.0035826659633441766
chase,11242373,0.0035801151920178682
upset,11230422,0.003576309415723148
steep,11180990,0.0035605678766217654
crack,11156612,0.0035528047426151804
meals,11134581,0.0035457890068985886
ninth,11111649,0.003538486349213832
tooth,11104142,0.0035360957574102616
eaten,11098986,0.003534453837690106
smart,11095693,0.003533405187255957
feast,11068230,0.003524659640073135
maker,11046320,0.00351768243660754
lucky,11017715,0.0035085732214029143
