0,freq,rel_freq
sigma,3028606,0.0009644545996860688
witty,3028230,0.0009643348631044593
holly,3027758,0.0009641845554807368
quart,3026562,0.0009638036912477449
jolly,3026136,0.0009636680322483682
lifts,3025697,0.0009635282334203721
petit,3025351,0.0009634180502894229
scars,3024076,0.0009630120286363588
lends,3021870,0.0009623095315644692
yacht,3021626,0.0009622318301657651
carts,3012833,0.0009594317137772222
wilde,3006088,0.0009572837796204244
keats,3005817,0.0009571974801161261
tunes,3004024,0.0009566265022149937
diane,3000268,0.0009554304101923203
lumen,2995603,0.0009539448486146388
paddy,2990762,0.0009524032401264167
waged,2990384,0.0009522828666480965
blaze,2987473,0.0009513558634856891
plank,2986535,0.000951057158928376
bulls,2985133,0.0009506106943341833
frogs,2983982,0.000950244160277182
ethyl,2981883,0.0009495757371793141
toxin,2979205,0.000948722932483702
weave,2978425,0.0009484745427665333
chuck,2978119,0.000948377097569798
asean,2978037,0.0009483509848046597
boyle,2976404,0.0009478309586403823
cores,2974581,0.0009472504272885896
bulbs,2972611,0.0009466230840285612
dummy,2970802,0.0009460470109537432
mamma,2970785,0.0009460415973317023
bihar,2969404,0.0009456018201529718
beset,2966759,0.000944759524253086
stump,2963621,0.0009437602333140153
tudor,2962054,0.0009432612247411908
georg,2959230,0.0009423619265856983
brink,2952190,0.000940120050164074
sewer,2946617,0.0009383453374797398
illus,2945938,0.000938129111046461
chick,2945753,0.0009380701981007223
peach,2943899,0.0009374797948499138
eliza,2942414,0.0009370068990422275
paine,2941649,0.0009367632860503891
daisy,2940945,0.0009365390984082266
glenn,2934247,0.0009344061313241301
buddy,2930914,0.0009333447429557673
mates,2928419,0.0009325502143091831
claws,2923988,0.0009311391696466523
eased,2922368,0.0009306232833109943
donne,2919373,0.000929669530486738
jelly,2914557,0.0009281358832073995
mucus,2913405,0.0009277690307020429
waits,2911079,0.0009270283198275119
gorge,2910206,0.0009267503144132962
clans,2903883,0.0009247367654624538
jules,2903012,0.0009244593969449489
tacit,2898849,0.0009231336964416504
logos,2895694,0.0009221289918805389
santo,2894600,0.0009217806093797922
moors,2893931,0.0009215675674300668
discs,2888643,0.0009198836125270057
slabs,2884231,0.0009184786183832264
titus,2876276,0.000915945361716462
crawl,2870279,0.0009140356269294619
incur,2868538,0.0009134812083428074
raced,2867256,0.0009130729575512559
broth,2865641,0.0009125586634573747
casey,2865402,0.0009124825543004474
adler,2862444,0.0009115405840653388
idiot,2862355,0.0009115122421617132
leigh,2860388,0.0009108858542467508
cyrus,2843128,0.0009053894356335071
vista,2836318,0.0009032208023336119
docks,2830150,0.000901256612877848
socks,2830003,0.0009012098009696123
genoa,2828396,0.0009006980544625739
germs,2826850,0.0009002057333052115
oddly,2826363,0.0009000506489561589
suppl,2823292,0.0008990726940568963
sting,2819220,0.0008977759723539341
knopf,2817646,0.000897274734642622
faber,2816900,0.0008970371721695351
herod,2810720,0.000895069161333507
envoy,2802633,0.0008924938694838371
popes,2802528,0.0008924604324065259
necks,2802343,0.0008924015194607872
rumor,2800530,0.0008918241725925479
scare,2799552,0.0008915127301010211
sages,2794679,0.000889960931265428
swine,2781470,0.0008857545469396844
abyss,2779852,0.0008852392975007372
brood,2779461,0.0008851147841937976
niger,2777282,0.0008844208852275022
shark,2775758,0.0008839355699339573
kitty,2775135,0.0008837371766085778
gibbs,2774212,0.000883443248776595
badge,2769779,0.0008820315672173534
gupta,2769775,0.0008820302934239321
ethos,2767343,0.0008812558270237346
ledge,2767157,0.0008811965956296406
genet,2762642,0.0008797588013052607
aryan,2748146,0.0008751425739461888
wharf,2747054,0.0008747948283421528
enact,2744624,0.000874020998838666
dolls,2742764,0.0008734286848977254
polly,2741032,0.000872877132346269
geese,2737354,0.0008717058792953124
irwin,2736747,0.0008715125811436184
pliny,2733954,0.0008706231548871416
zhang,2729535,0.0008692159316048748
doyle,2725021,0.0008677784557288504
garde,2717745,0.0008654614254953648
satin,2710511,0.0008631577700928037
droit,2703587,0.0008609528336803994
xxvii,2700922,0.0008601041688134066
idiom,2698615,0.0008593695084576271
peggy,2695173,0.0008582734092185319
unwin,2694464,0.0008580476293345927
rican,2689967,0.0008566155670806092
vedic,2685039,0.0008550462535854721
heaps,2682955,0.0008543826072129344
mecca,2680893,0.0008537259667042145
indus,2680864,0.0008537167317019094
clays,2680443,0.0008535826649443094
apron,2680306,0.0008535390375196272
aloof,2680033,0.0008534521011186182
brady,2678232,0.000852878575630643
karma,2670600,0.0008504481777826549
abdul,2669054,0.0008499558566252925
icons,2666792,0.0008492355264455036
meats,2666772,0.0008492291574783967
larva,2665492,0.0008488215435835559
monde,2663003,0.0008480289256271037
vegas,2661084,0.0008474178232331979
rusty,2661008,0.0008473936211581917
humid,2659162,0.000846805765494226
libya,2657715,0.0008463449707240428
leone,2655236,0.0008455555372511441
scrub,2653965,0.0008451507893915014
crank,2653961,0.0008451495155980801
blush,2652137,0.000844568665797932
scant,2650938,0.000844186846219874
mario,2647809,0.0008431904213160015
ahmad,2646268,0.0008426996924004159
tracy,2643940,0.0008419583446291741
adolf,2643430,0.0008417959359679485
pixel,2639693,0.0008406058944640266
hairy,2636104,0.0008394629833166958
reset,2628981,0.0008371946756815778
shunt,2626346,0.0008363555642652454
hazel,2623779,0.0008355381073370764
elias,2617730,0.0008336118132355984
faust,2616775,0.0008333076950562446
paces,2615717,0.0008329707766962902
paula,2614257,0.0008325058420974874
sheds,2611980,0.0008317807351923683
packs,2608718,0.0008307419566572351
litde,2602527,0.0008287704428892981
bland,2599377,0.0008277673305699633
sacks,2584957,0.0008231753052858977
anton,2583248,0.0008226310770466141
gleam,2583024,0.0008225597446150169
rouse,2581729,0.000822147353994846
fists,2578186,0.000821019091471861
cures,2576068,0.0008203446178552416
kyoto,2571975,0.0008190412087368171
judas,2571859,0.0008190042687275972
circa,2568904,0.0008180632538375545
metro,2568368,0.00081789256551909
gears,2567646,0.0008176626458065313
jumps,2566703,0.0008173623490074416
delle,2562348,0.0008159755064199169
hurts,2559570,0.0008150908568887703
lieut,2559280,0.0008149985068657204
glove,2558192,0.0008146520350551058
brisk,2558107,0.0008146249669449014
quinn,2556642,0.000814158440104322
stale,2551851,0.0008126327540338671
reefs,2549711,0.0008119512745534302
huang,2543806,0.0008100708370151218
dimly,2542994,0.0008098122569505822
temps,2538627,0.0008084215929827933
mania,2536444,0.0008077264202230765
laity,2534804,0.0008072041649203118
crete,2534485,0.000807102579894957
twigs,2523834,0.0008037107864621841
menus,2522994,0.0008034432898436949
basel,2521388,0.0008029318617850118
spill,2520232,0.0008025637354862337
timed,2518145,0.0008018991337686301
wired,2515037,0.0008009093962802198
taboo,2515015,0.0008009023904164023
bends,2509627,0.0007991865906778068
katie,2507957,0.0007986547819243817
pouch,2507494,0.0007985073403358572
facet,2504036,0.0007974061459230764
hicks,2503904,0.000797364110740171
flaws,2502855,0.0007970300584154148
decks,2497596,0.0007953553385146588
perez,2496509,0.0007950091851523994
welch,2495454,0.0007946732221375112
axiom,2490803,0.0007931921188368045
olson,2490708,0.0007931618662430468
purge,2488236,0.0007923746619086355
spasm,2487979,0.0007922928206813121
const,2486769,0.0007919074981713453
pizza,2486593,0.0007918514512608048
wolff,2484748,0.0007912639140451944
vases,2478863,0.0007893898454739928
amuse,2478592,0.0007893035459696945
barth,2475248,0.000788238654669423
bowen,2469372,0.0007863674521334195
ahmed,2467449,0.0007857550759460923
clamp,2457696,0.0007826492491364187
maids,2456288,0.0007822008738520938
spans,2455238,0.0007818665030789822
strap,2451635,0.0007807191336546765
levin,2451565,0.0007806968422698024
dunes,2450198,0.0007802615233680467
lambs,2449407,0.0007800096307189693
sears,2447857,0.0007795160357681855
hobby,2444728,0.000778519610864313
angus,2444709,0.0007785135603455615
ofthe,2436331,0.0007758456000244864
barge,2435689,0.0007756411561803553
shrub,2434829,0.0007753672905947592
friar,2430774,0.0007740759825138378
teddy,2424736,0.0007721531913442685
eaton,2424525,0.0007720859987412909
boris,2422553,0.0007714580185845518
ethel,2420793,0.0007708975494791457
hates,2416713,0.0007695982801893407
devon,2414369,0.0007688518372444135
pivot,2413917,0.0007687078985877978
noses,2410496,0.0007676184867641648
warns,2406995,0.0007665035990721042
grind,2405458,0.0007660141439499398
aides,2400387,0.0007643992923399886
jamie,2399952,0.0007642607673054138
razor,2396734,0.0007632360004979157
godly,2396682,0.0007632194411834377
bites,2391137,0.0007614536450530532
hinge,2379976,0.0007578994429590549
evade,2375305,0.0007564119706912413
frown,2374944,0.000756297010834962
fumes,2371783,0.0007552903955837185
fined,2366184,0.0007535074032421453
paced,2362015,0.0007521797920487148
clive,2356659,0.0007504741826574904
doris,2355613,0.0007501410856778001
helix,2353396,0.0007494350856740016
curls,2352527,0.0007491583540532074
slots,2352413,0.0007491220509406981
avert,2351502,0.0007488319444889795
fairs,2350620,0.0007485510730395657
cooks,2350475,0.0007485048980280408
ester,2347425,0.0007475336305442405
cheat,2334402,0.0007433864776125908
fossa,2333659,0.00074314987048457
bauer,2332743,0.0007428581717910745
rosen,2327528,0.0007411974636179537
facie,2326803,0.0007409665885603291
seams,2326584,0.0007408968483705086
gloss,2325468,0.0007405414600059443
brows,2322237,0.0007395125533698266
savoy,2317780,0.0007380932290500568
woolf,2317331,0.0007379502457385073
nylon,2316343,0.000737635618763427
porte,2309590,0.0007354851370197865
pesos,2307779,0.0007349084270482579
baton,2307501,0.0007348198984054721
farce,2304656,0.0007339139128345174
seoul,2299265,0.000732197157750856
floyd,2296813,0.0007314163223835516
pence,2296184,0.00073121601836804
femur,2295781,0.0007310876836808362
forks,2294459,0.000730666694955071
debit,2294024,0.0007305281699204962
raged,2291332,0.0007296709069479091
broom,2290048,0.000729262019259647
align,2289378,0.0007290486588615663
recur,2288889,0.0007288929376158029
shady,2285063,0.0007276745542082553
spurs,2284840,0.0007276035402250135
glaze,2284804,0.0007275920760842212
cults,2282165,0.0007267516908744674
swarm,2281334,0.0007264870602911762
adobe,2280813,0.0007263211486980418
vinyl,2278854,0.0007256973083699222
liner,2277146,0.000725153398578994
rubin,2275558,0.0007246477025907072
fares,2275534,0.0007246400598301789
alias,2274572,0.0007243337125123376
aloft,2273127,0.000723873554638865
curry,2272093,0.0007235442790394389
perch,2270999,0.0007231958965386922
turin,2269835,0.0007228252226530714
steak,2266399,0.0007217310341041082
bucks,2263988,0.0007209632551193729
haunt,2263617,0.0007208451107795402
kegan,2261645,0.0007202171306228011
snowy,2260054,0.0007197104792894482
flare,2259444,0.0007195162257926882
poker,2256768,0.0007186640579937866
lange,2256242,0.0007184965541588755
comma,2254652,0.000717990221273878
parry,2254165,0.0007178351369248252
ching,2253380,0.0007175851549658799
stair,2252941,0.0007174453561378838
famed,2250673,0.0007167231152679627
lagos,2249545,0.0007163639055231343
curly,2241053,0.0007136596420895499
emile,2239772,0.0007132517097463538
quilt,2238927,0.0007129826208860878
danes,2238883,0.0007129686091584527
sabha,2238009,0.0007126902852958817
lucia,2236411,0.0007121814048240414
chung,2236352,0.000712162616371076
puppy,2234585,0.0007115999181271826
beech,2233369,0.0007112126849270838
reeds,2232752,0.0007110162022918364
koran,2230833,0.0007104050998979305
aptly,2230497,0.0007102981012505348
sieve,2229412,0.0007099525847849862
freer,2229172,0.0007098761571797035
lowly,2227756,0.000709425234308536
venue,2224307,0.0007083269059309532
mined,2222173,0.0007076473371406483
gauze,2221423,0.0007074085008741401
magna,2219814,0.000706896117470391
scans,2217569,0.0007061812009126429
motel,2208017,0.0007031393822223936
vowed,2207329,0.0007029202897539166
chaps,2206976,0.0007028078774844801
gypsy,2205778,0.0007024263763547776
sobre,2204814,0.0007021193921402255
spice,2202549,0.0007013981066153706
ferns,2200453,0.0007007306388625689
havoc,2198235,0.000700024320410415
palsy,2198108,0.0006999838774692863
cheng,2193792,0.00069860945436762
relic,2190808,0.0006976592044752724
exams,2187687,0.0006966653271582427
milky,2181794,0.0006947887110001984
ville,2179054,0.0006939161625065548
cubes,2177915,0.0006935534498298176
triad,2172055,0.0006916873424674996
cyril,2171927,0.0006916465810780155
bulky,2169059,0.0006907332711948879
baden,2168272,0.0006904826523392319
kappa,2167200,0.0006901412757023027
piper,2166410,0.0006898897015015806
timer,2166117,0.0006897963961334648
andes,2163826,0.0006890668309513709
mirth,2163106,0.000688837548135523
pasta,2162020,0.000688491713221619
romeo,2161941,0.0006884665558015467
lucid,2156578,0.0006867587172718349
derek,2155907,0.0006865450384253988
willy,2153797,0.0006858731123956223
leaps,2149414,0.0006844773532541479
linux,2138738,0.0006810775986124915
moose,2137911,0.0006808142418226217
erase,2135412,0.0006800184393826161
clown,2130822,0.0006785567614315855
slums,2130239,0.0006783711060404197
iliac,2130106,0.0006783287524091589
mabel,2129795,0.0006782297149706468
dukes,2125818,0.0006769632458614424
bragg,2123837,0.0006763323996695051
irons,2119768,0.0006750366333116089
adept,2118817,0.0006747337889256765
clips,2117597,0.0006743452819321564
plume,2117136,0.0006741984772403425
autre,2116353,0.0006739491321781079
looms,2112528,0.0006727310672189157
philo,2112320,0.0006726648299610041
glide,2109716,0.0006718355904436874
giver,2104692,0.0006702357059064373
sikhs,2102627,0.0006695781100526512
josef,2101700,0.0006692829084272469
dowry,2100981,0.0006690539440597544
odour,2099589,0.000668610663949115
defer,2099049,0.0006684387018372291
crook,2094624,0.0006670295678648302
tramp,2093027,0.0006665210058413453
debut,2089023,0.0006652459386265465
proto,2087715,0.000664829408177756
drown,2086945,0.000664584202944141
usher,2085894,0.000664249513722674
rufus,2084973,0.0006639562227874019
bales,2082350,0.0006631209327513335
porto,2079889,0.0006623372313488311
tonal,2076420,0.0006612325340041415
spake,2076184,0.0006611573801922802
pedal,2076100,0.0006611306305304313
plump,2075428,0.0006609166332356399
homme,2074322,0.000660564429354629
scarf,2074144,0.0006605077455473777
perth,2072959,0.0006601303842462946
moles,2069774,0.0006591161262345229
opted,2068879,0.0006588311149564897
omaha,2067925,0.0006585273152254911
bribe,2063736,0.0006571933350649536
desks,2062709,0.0006568662886040149
einem,2062486,0.0006567952746207731
mourn,2060699,0.0006562262074097727
silva,2058663,0.0006555778465582916
blanc,2057404,0.0006551769200789131
slang,2054777,0.0006543403562494234
kathy,2052629,0.0006536563291821437
ensue,2050878,0.0006530987261119357
melts,2043560,0.0006507683210475257
diese,2043206,0.0006506555903297339
semen,2042675,0.000650486494253046
mimic,2037106,0.0006487130553621333
mural,2036103,0.0006483936516617228
iliad,2033561,0.0006475841559424374
bleed,2032003,0.0006470880134048109
ceded,2031022,0.0006467756155682181
hydro,2030273,0.0006465370977500652
tibia,2025863,0.0006451327405029966
vexed,2022674,0.0006441172086978033
expel,2020329,0.0006433704473045209
radii,2014749,0.0006415935054816993
boone,2010112,0.0006401168604579675
filth,2009010,0.000639765930370378
jonas,2006310,0.0006389061198109482
viola,2004515,0.0006383345050131051
kumar,2000931,0.0006371931861075509
duchy,1998754,0.0006364999240379663
repel,1989446,0.0006335358067464209
stoic,1988427,0.000633211307872325
wyatt,1988190,0.0006331358356121083
fixes,1983817,0.0006317432609541874
froze,1982394,0.0006312901089445324
dizzy,1981179,0.0006309031941927891
gotta,1980091,0.0006305567223821744
swami,1977252,0.0006296526475013518
lupus,1976102,0.0006292864318927057
shewn,1975002,0.0006289361387018269
wendy,1974857,0.000628889963690302
clair,1968156,0.0006267560412611394
tempt,1965515,0.0006259150191546749
datum,1963796,0.000625367606431838
aussi,1963565,0.0006252940448617534
trays,1963484,0.0006252682505449705
lyman,1958450,0.000623665181524167
laird,1958272,0.0006236084977169157
forma,1956459,0.0006230311508486763
flaps,1953983,0.0006222426727208437
hawks,1949011,0.0006206593474980716
raman,1946642,0.0006199049433442608
dolly,1944543,0.000619236520246393
latex,1943218,0.0006188145761755617
pablo,1938869,0.0006174296442781691
leaks,1935324,0.0006163007448584733
spade,1934629,0.000616079423251509
lakhs,1926875,0.0006136101747041688
rinse,1925954,0.0006133168837688966
hound,1923624,0.0006125748991009443
rogue,1921199,0.0006118026618392342
reuse,1919733,0.0006113358165502993
caleb,1918793,0.0006110364750962756
papua,1916484,0.0006103011778437855
snack,1916277,0.0006102352590342292
mores,1916029,0.0006101562838421038
hanna,1915045,0.000609842930660445
gaunt,1914638,0.0006097133221798198
sachs,1914262,0.0006095935855982103
boron,1912172,0.0006089280285355406
regal,1910644,0.0006084414394485745
bella,1910599,0.000608427109272584
groan,1910222,0.0006083070542426191
yates,1909821,0.000608179356452126
avery,1909636,0.0006081204435063873
padre,1906650,0.000607169556717329
bloch,1906357,0.0006070762513492132
mails,1905879,0.0006069240330353585
omega,1900986,0.0006053658652326586
booty,1896891,0.0006040618192175234
bathe,1892806,0.0006027609576859417
axons,1891060,0.0006022049468575104
mixer,1889751,0.0006017880979603647
equip,1887839,0.0006011792247049462
buren,1886067,0.000600614934219276
molds,1882455,0.0005994646987597722
obese,1878286,0.0005981370875663415
jewry,1876208,0.0005974753518839359
grill,1870172,0.0005955531976110774
pears,1869999,0.0005954981060456028
foxes,1869874,0.0005954583000011848
sloan,1869678,0.0005953958841235373
poole,1868382,0.000594983175055011
mckay,1868131,0.0005949032445178195
starr,1866389,0.0005943485074828096
fermi,1866083,0.0005942510622860743
einen,1865780,0.000594154572434405
owens,1863091,0.0005932982648068839
franc,1862546,0.0005931247104532213
codex,1862037,0.000592962620240351
jorge,1859444,0.0005921368836549431
shawl,1857515,0.0005915225967774838
yemen,1857356,0.000591471963488984
marty,1856086,0.0005910675340776967
lumps,1854319,0.0005905048358338032
sighs,1849348,0.0005889218290593864
vance,1848938,0.0005887912652336952
sutra,1848445,0.0005886342701945104
bully,1848248,0.0005885715358685075
patio,1848237,0.0005885680329365988
grips,1846866,0.0005881314402414216
heats,1846657,0.0005880648845351547
smear,1844575,0.0005874018750593277
argon,1843862,0.0005871748213819672
gomez,1842264,0.0005866659409101269
feats,1842155,0.0005866312300393943
bower,1840938,0.0005862436783909403
snail,1838723,0.0005855383152838526
widen,1838102,0.0005853405588551836
leach,1838050,0.0005853239995407057
feces,1834710,0.0005842603820338556
randy,1830642,0.0005829649341243147
taper,1829963,0.0005827487076910359
liber,1829411,0.0005825729241988858
anion,1828487,0.0005822786779185477
jonah,1827587,0.0005819920743987376
fated,1826477,0.0005816385967243055
choke,1826281,0.000581576180846658
finch,1825541,0.0005813405290637031
valor,1824177,0.0005809061655070134
hanoi,1823634,0.0005807332480500614
ogden,1820037,0.0005795877893158877
anita,1818261,0.0005790222250367962
bantu,1818125,0.0005789789160604693
crabs,1818114,0.0005789754131285606
terre,1815219,0.0005780535051398386
osaka,1812704,0.0005772526075261475
paolo,1810494,0.0005765488366608365
misty,1810154,0.0005764405642200195
betsy,1809777,0.0005763205091900546
meade,1809607,0.000576266372969646
enoch,1808981,0.0005760670242992004
ramon,1805840,0.0005750667780150639
raped,1803832,0.0005744273337175323
oasis,1803279,0.000574251231777027
whore,1803057,0.0005741805362421405
intel,1799478,0.000573040809578363
aztec,1799219,0.0005729583314543289
mains,1797816,0.0005725115484117807
junta,1797616,0.0005724478587407118
ments,1795480,0.0005717676530536962
brine,1795307,0.0005717125614882216
akbar,1794747,0.0005715342304092289
brock,1794328,0.0005714008005483395
fowls,1791409,0.0005704712497990893
boers,1791160,0.0005703919561586086
kerry,1789681,0.0005699209710410543
pluck,1789255,0.0005697853120416776
dylan,1788522,0.0005695518893972101
mummy,1787746,0.000569304773473463
chili,1785656,0.0005686392164107933
elmer,1785325,0.0005685338100051742
crows,1783670,0.0005680067779770793
ibsen,1778125,0.0005662409818466948
hilda,1777206,0.0005659483278081333
cages,1776307,0.0005656620427366788
adorn,1776238,0.00056564006980016
venom,1775449,0.0005653888140477933
xxxii,1774829,0.0005651913760674798
salle,1767258,0.0005627804035691676
scand,1766666,0.0005625918821428038
fonts,1762619,0.0005613031216487251
moths,1762072,0.0005611289303983518
serbs,1761007,0.0005607897828999101
hilly,1760561,0.0005606477549334265
plugs,1758557,0.0005600095844293163
erich,1758020,0.0005598385776624964
russo,1756070,0.0005592176033695749
kirby,1753840,0.000558507463537157
unter,1753416,0.000558372441434491
smoky,1753278,0.0005583284955614535
barns,1752022,0.0005579285244271409
odors,1751890,0.0005578864892442355
leapt,1751637,0.0005578059218103333
props,1750834,0.0005575502077809918
manic,1749016,0.0005569712686709757
halle,1742412,0.0005548682357322816
mixes,1742060,0.0005547561419112003
parti,1741394,0.000554544055306541
braun,1736079,0.0005528515022978857
truss,1735330,0.0005526129844797328
soles,1728133,0.0005503211116663194
roche,1727684,0.0005501781283547699
torso,1727395,0.0005500860967800754
pater,1726444,0.0005497832523941428
exits,1721053,0.0005480664973104814
canto,1718439,0.0005472340733096112
eines,1718201,0.0005471582826010392
otter,1716514,0.0005466210602255733
lawns,1715846,0.0005464083367242033
comer,1715129,0.0005461800092534213
rigor,1714108,0.0005458548734826147
nodal,1714065,0.0005458411802033349
naacp,1711957,0.0005451698910702691
spore,1708865,0.0005441852487555442
leurs,1708546,0.0005440836637301894
huron,1704690,0.0005428557268719815
dusky,1700399,0.0005414892649791989
baird,1697854,0.0005406788139148475
grate,1696073,0.0005401116573939792
brent,1688570,0.0005377223393838304
masts,1687425,0.0005373577160169611
muses,1687163,0.0005372742825478609
adore,1686074,0.0005369274922888909
lacan,1684923,0.0005365609582318895
regis,1683520,0.0005361141751893414
drury,1682701,0.0005358533659863144
clone,1682473,0.0005357807597612959
hesse,1679112,0.0005347104548389834
cadre,1676973,0.0005340292938069019
emery,1676125,0.0005337592496015699
windy,1675909,0.0005336904647568155
rouen,1674332,0.0005331882717004374
haydn,1673123,0.000532803267638826
aroma,1672991,0.0005327612324559206
patel,1672044,0.0005324596618634094
silas,1670750,0.0005320475896915939
leroy,1670550,0.000531983900020525
padua,1669617,0.0005316867877049888
galen,1666375,0.0005306543781369623
moran,1666300,0.0005306304945103114
cabot,1666242,0.0005306120245057015
slick,1665950,0.000530519037585941
naomi,1665649,0.0005304231846309823
stung,1660868,0.0005289006830440809
nexus,1658388,0.0005281109311228269
boxer,1658134,0.0005280300452405694
vedas,1657430,0.000527805857598407
verso,1657071,0.0005276915346388384
benny,1655616,0.0005272281922818124
smash,1655337,0.0005271393451906712
actin,1652624,0.000526275394802622
kneel,1652210,0.0005261435571835094
shire,1649545,0.0005252948923165167
chasm,1648816,0.0005250627434654707
tally,1647275,0.000524572014549885
tunic,1647067,0.0005245057772919734
leafy,1645825,0.0005241102644346357
alvin,1645806,0.0005241042139158841
waldo,1644536,0.0005236997845045968
elena,1644323,0.0005236319550049084
hogan,1643858,0.0005234838765196733
elsie,1643130,0.0005232520461169826
wafer,1642285,0.0005229829572567166
glued,1642118,0.0005229297763813741
tufts,1640349,0.00052236644124077
mover,1637551,0.0005214754227425164
spins,1636690,0.0005212012387085648
shaky,1636497,0.0005211397781759834
fared,1636360,0.0005210961507513013
adieu,1636185,0.000521040422289116
fling,1635782,0.0005209120876019122
gowns,1634195,0.0005204067100619807
rossi,1633838,0.0005202930239991228
kenny,1630427,0.0005192067966590431
aught,1630321,0.0005191730411333767
domes,1626386,0.0005179199468550965
nobly,1624704,0.0005173843167214073
serfs,1623266,0.0005169263879864222
brett,1622349,0.0005166343708445714
berne,1622155,0.0005165725918636346
snare,1618024,0.000515257081707707
etiam,1617944,0.0005152316058392795
ewing,1614464,0.0005141234055626811
latch,1610972,0.0005130113839058186
shave,1610298,0.0005127967497143165
parma,1607971,0.0005120557203914302
writs,1607305,0.0005118436337867708
celia,1606924,0.0005117223049633846
foley,1606549,0.0005116028868301305
mists,1605247,0.0005111882670714721
rugby,1605215,0.0005111780767241011
tiers,1604589,0.0005109787280536555
heine,1604492,0.0005109478385631871
laced,1602086,0.0005101816518202286
phage,1601914,0.0005101268787031094
earns,1599558,0.000509376614377918
cathy,1599365,0.0005093151538453365
slant,1598115,0.0005089170934011561
earle,1596627,0.0005084432422484037
royce,1594309,0.0005077050789607155
heinz,1591729,0.000506883482203927
shack,1591220,0.0005067213919910567
tweed,1591095,0.0005066815859466387
gerry,1590537,0.0005065038917643565
guido,1588119,0.0005057338836411339
iiber,1587909,0.0005056670094865115
aunts,1582811,0.0005040435597709659
fades,1582079,0.0005038104555748539
tinge,1581419,0.0005036002796603267
nafta,1580702,0.0005033719521895447
klaus,1579976,0.0005031407586835647
waltz,1579414,0.0005029617907078612
flynn,1578903,0.0005027990635982802
amiss,1578035,0.0005025226504258413
gills,1577914,0.0005024841181748447
heron,1577365,0.0005023092900277605
ainsi,1575932,0.0005018529535345521
journ,1575794,0.0005018090076615146
snuff,1574880,0.0005015179458647298
verde,1573762,0.0005011619206034549
trois,1573582,0.0005011045998994929
siena,1572048,0.0005006161001223946
epoxy,1571745,0.0005005196102707253
stoop,1569300,0.0004997410040419082
elvis,1568131,0.0004993687379145108
taped,1567421,0.0004991426395822162
purer,1566207,0.0004987560432788282
lemma,1565008,0.0004983742237007703
samoa,1564779,0.0004983012990273964
wight,1564377,0.000498173282788548
kafka,1563740,0.0004979704311861937
earls,1562746,0.0004976538935209813
cafes,1560559,0.0004969574469678432
aspen,1559597,0.000496651099650002
becky,1557034,0.0004958349165152543
sahib,1554873,0.0004951467496193552
sneak,1552248,0.0004943108226865762
autem,1552222,0.0004943025430293373
combs,1549692,0.000493496868690316
pours,1548910,0.0004932478420764367
sores,1547553,0.0004928157076582345
senor,1546742,0.0004925574460420502
tunis,1545760,0.000492244729757102
mommy,1544115,0.0004917208822125606
ecole,1542180,0.0004911046846449692
spire,1541773,0.000490975076164344
cider,1540430,0.0004905474000231166
tolls,1537244,0.0004895328235629894
boils,1535160,0.0004888691771904517
ghent,1534691,0.0004887198249117952
norma,1533264,0.0004882653991087188
hiram,1533097,0.0004882122182333763
deems,1532760,0.0004881049011376253
lilly,1528448,0.0004867317518293804
masse,1527799,0.0004865250788467619
cindy,1527517,0.0004864352764105548
tints,1527063,0.00048629070085722843
kodak,1526000,0.0004859521902554974
liszt,1525944,0.0004859343571475981
hitch,1524072,0.00048533822182639344
conde,1523913,0.0004852875885378937
didst,1523593,0.0004851856850641835
cater,1523233,0.00048507104365625955
tithe,1523144,0.0004850427017526339
gaily,1522914,0.0004849694586309047
muted,1522134,0.00048472106891373607
mosby,1521342,0.00048446885781630334
liege,1521154,0.0004844089895254986
defoe,1520731,0.000484274285871188
gable,1520082,0.00048406761288856946
dumas,1519667,0.00048393545682110157
xxxiv,1516392,0.00048289253845734876
munro,1515758,0.0004826906422000604
rawls,1515665,0.0004826610265030134
silks,1515597,0.00048263937201485
forte,1511884,0.0004814569732714564
loser,1511304,0.00048127227322535666
vogel,1510226,0.00048092898589829544
patty,1508590,0.000480408004388952
dares,1507044,0.00047991568323158966
prays,1506735,0.00047981728268978825
valet,1505585,0.0004794510670811422
snows,1505326,0.00047936858895710805
stowe,1504466,0.0004790947233715119
croix,1503011,0.00047863138101448584
scary,1502151,0.0004783575154288897
amour,1500816,0.00047793238687450496
wakes,1500809,0.00047793015773601755
shrug,1500436,0.0004778113764994741
poppy,1500096,0.00047770310405865704
quail,1499374,0.0004774731843460984
dazed,1497967,0.0004770251275101289
clasp,1497672,0.00047693118524530227
haben,1496694,0.0004766197427537755
nella,1496464,0.0004765464996320463
diver,1494524,0.00047592870982267826
ulnar,1493451,0.00047558701473739373
cadet,1493412,0.00047557459525153533
kabul,1491604,0.0004749988406250727
gregg,1491314,0.00047490649060202286
foote,1490136,0.00047453135843942716
truer,1490014,0.00047449250774007516
telex,1489508,0.0004743313728722709
drier,1487316,0.00047363333407735605
zeros,1485853,0.0004731674441334873
mused,1485175,0.0004729515361485638
degli,1484876,0.0004728563200903158
berth,1484769,0.000472822246116294
sammy,1484420,0.0004727111076402788
leans,1484392,0.00047270219108632913
petri,1482453,0.00047208471972531646
hasan,1480370,0.00047142139180113415
beers,1480199,0.00047136693713237027
