,w1,w2,w3,w4,w5,tglp5,nu5,tglp4,nu4,tglp3,nu3,tglp2,nu2,mean_tglp2,mean_tglp_per_unique2,mean_tglp3,mean_tglp_per_unique3,mean_tglp4,mean_tglp_per_unique4,mean_tglp5,mean_tglp_per_unique5
5658,sdayn,boite,churl,faggy,kempt,1.9416846652267818,20,1.6712742980561555,17,1.2622030237580992,15,0.9101511879049676,10,0.4550755939524838,0.09101511879049676,0.42073434125269976,0.08414686825053995,0.41781857451403887,0.09831025282683267,0.3883369330453564,0.0970842332613391
5659,foams,crine,bludy,pight,waver,2.0704103671706267,21,1.6531317494600435,19,1.3542116630669547,15,0.934341252699784,10,0.467170626349892,0.0934341252699784,0.45140388768898493,0.09028077753779698,0.41328293736501087,0.08700693418210755,0.41408207343412534,0.09859096986526794
5660,hedgy,saint,brock,flump,zowee,2.0829373650107987,22,1.629373650107991,20,1.3589632829373648,15,0.9490280777537796,10,0.4745140388768898,0.09490280777537796,0.4529877609791216,0.09059755219582431,0.40734341252699774,0.08146868250539954,0.41658747300215976,0.09467897113685449
5661,meril,soapy,bundt,chowk,gaffe,2.003887688984881,21,1.6138228941684665,19,1.3010799136069116,15,0.9468682505399568,10,0.4734341252699784,0.09468682505399569,0.4336933045356372,0.08673866090712744,0.4034557235421166,0.08493804706149824,0.40077753779697617,0.09542322328499434
5662,stuns,brace,doily,whomp,affix,1.842764578833693,20,1.6958963282937363,18,1.438876889848812,14,0.9282937365010799,9,0.46414686825053997,0.10314374850012,0.479625629949604,0.10277692070348657,0.42397408207343407,0.09421646268298535,0.3685529157667386,0.09213822894168465
5663,yeard,suint,block,whump,faggy,1.9110151187904967,21,1.5019438444924404,19,1.2790496760259178,15,0.8976241900647949,10,0.44881209503239744,0.0897624190064795,0.42634989200863926,0.08526997840172786,0.3754859611231101,0.07904967602591792,0.38220302375809934,0.0910007199424046
5664,nicer,slaty,bough,damme,frizz,2.0280777537796975,19,1.7287257019438445,17,1.3105831533477323,15,0.9511879049676026,10,0.4755939524838013,0.09511879049676027,0.4368610511159108,0.08737221022318216,0.4321814254859611,0.10168974717316732,0.40561555075593947,0.10674093440945776
5665,deign,slaty,broch,muzak,pouff,1.902375809935205,21,1.6228941684665226,19,1.372354211663067,15,0.9511879049676026,10,0.4755939524838013,0.09511879049676027,0.45745140388768896,0.09149028077753779,0.40572354211663064,0.08541548255086961,0.380475161987041,0.09058932428262881
5666,anger,soily,butch,damme,pluff,1.9697624190064795,19,1.7239740820734342,17,1.3058315334773218,15,0.9771058315334774,10,0.4885529157667387,0.09771058315334774,0.43527717782577396,0.08705543556515478,0.43099352051835854,0.10141024012196671,0.3939524838012959,0.10367170626349892
5667,daces,briny,poult,hewgh,flamm,1.8937365010799139,20,1.5680345572354215,18,1.329589632829374,15,0.8971922246220303,10,0.44859611231101515,0.08971922246220303,0.443196544276458,0.0886393088552916,0.3920086393088554,0.08711303095752342,0.3787473002159828,0.0946868250539957
5668,lears,piony,butch,fadge,swizz,1.9157667386609067,20,1.6133909287257016,18,1.1749460043196542,15,0.8462203023758099,10,0.42311015118790496,0.084622030237581,0.3916486681065514,0.07832973362131028,0.4033477321814254,0.08963282937365008,0.38315334773218135,0.09578833693304534
5669,sinus,coate,glyph,fremd,bevvy,1.8773218142548591,20,1.4997840172786174,18,1.16889848812095,14,0.9382289416846652,9,0.4691144708423326,0.10424766018718502,0.38963282937365,0.08349274915149643,0.37494600431965436,0.08332133429325653,0.37546436285097184,0.09386609071274296
5670,scots,brane,plumy,weigh,faded,2.105831533477322,20,1.6950323974082073,18,1.3468682505399567,14,0.9408207343412527,9,0.47041036717062634,0.10453563714902808,0.4489560835133189,0.09620487503856834,0.42375809935205183,0.09416846652267818,0.4211663066954644,0.1052915766738661
5671,plats,crine,fudgy,bokeh,maxim,1.9624190064794815,21,1.693304535637149,19,1.2954643628509719,15,0.9339092872570194,10,0.4669546436285097,0.09339092872570194,0.4318214542836573,0.08636429085673146,0.42332613390928725,0.08912129134932363,0.39248380129589633,0.09344852411807054
5672,symar,boite,clunk,hewgh,paddy,1.9313174946004323,20,1.519222462203024,18,1.2807775377969763,15,0.909719222462203,10,0.4548596112311015,0.0909719222462203,0.42692584593232547,0.08538516918646509,0.379805615550756,0.084401247900168,0.3862634989200865,0.09656587473002162
5673,filar,souce,nymph,twixt,baddy,1.8233261339092872,20,1.3978401727861771,18,1.088984881209503,15,0.9550755939524838,10,0.4775377969762419,0.09550755939524838,0.3629949604031677,0.07259899208063354,0.3494600431965443,0.07765778737700985,0.3646652267818574,0.09116630669546436
5674,bedew,soily,grant,chump,viffs,1.8825053995680348,21,1.7352051835853133,19,1.462634989200864,14,0.9771058315334774,9,0.4885529157667387,0.10856731461483082,0.48754499640028803,0.10447392780006172,0.4338012958963283,0.09132658860975333,0.37650107991360693,0.08964311426514451
5675,plica,shone,druxy,motet,bewig,2.0747300215982722,20,1.7982721382289415,17,1.3369330453563715,15,0.9438444924406048,10,0.4719222462203024,0.09438444924406048,0.4456443484521238,0.08912886969042476,0.4495680345572354,0.10578071401346714,0.41494600431965445,0.10373650107991361
5676,ceria,sonly,bumph,twixt,fadge,1.9326133909287257,21,1.4941684665226782,18,1.1853131749460044,15,0.9222462203023759,10,0.46112311015118795,0.0922246220302376,0.3951043916486681,0.07902087832973363,0.37354211663066955,0.0830093592512599,0.38652267818574515,0.09202920909184409
5677,steam,crony,build,khaph,gaffe,1.964578833693304,20,1.5745140388768897,18,1.2894168466522677,15,0.8984881209503239,10,0.44924406047516197,0.0898488120950324,0.4298056155507559,0.08596112311015118,0.3936285097192224,0.0874730021598272,0.3929157667386608,0.0982289416846652
5678,cuits,brane,godly,whomp,affix,1.7745140388768896,21,1.6276457883369329,19,1.3706263498920086,15,0.9408207343412527,10,0.47041036717062634,0.09408207343412527,0.45687544996400287,0.09137508999280057,0.4069114470842332,0.085665567807207,0.3549028077753779,0.08450066851794713
5679,demit,soapy,crunk,gliff,vibex,1.8950323974082075,21,1.623758099352052,18,1.3460043196544278,15,0.9464362850971924,10,0.4732181425485962,0.09464362850971923,0.44866810655147593,0.08973362131029519,0.405939524838013,0.09020878329733623,0.3790064794816415,0.0902396379718194
5680,cooms,brane,fluty,weigh,paved,2.125269978401728,21,1.7231101511879052,18,1.3749460043196546,14,0.9408207343412527,9,0.47041036717062634,0.10453563714902808,0.45831533477321823,0.09821042887997533,0.4307775377969763,0.0957283417326614,0.4250539956803456,0.10120333230484418
5681,giddy,soare,blunt,chimp,waffs,1.961987041036717,20,1.7533477321814255,18,1.437149028077754,14,1.016414686825054,9,0.508207343412527,0.11293496520278379,0.47904967602591797,0.10265350200555386,0.43833693304535637,0.09740820734341253,0.3923974082073434,0.09809935205183586
5682,scags,brine,pouty,whelk,faded,2.097624190064795,20,1.6868250539956804,18,1.3935205183585315,14,0.923110151187905,9,0.4615550755939525,0.10256779457643389,0.4645068394528438,0.09953717988275225,0.4217062634989201,0.09371250299976003,0.41952483801295903,0.10488120950323976
5683,thoft,saine,curly,boded,gramp,2.2531317494600436,19,1.901943844492441,16,1.4859611231101515,14,1.0224622030237582,9,0.5112311015118791,0.11360691144708425,0.4953203743700505,0.10614008022215368,0.47548596112311026,0.11887149028077756,0.4506263498920087,0.11858588155052861
5684,nomen,slaty,brick,pudge,wheft,2.0596112311015116,21,1.7606911447084233,18,1.3706263498920086,14,0.9511879049676026,9,0.4755939524838013,0.10568754499640029,0.45687544996400287,0.09790188213514348,0.4401727861771058,0.09781617470602351,0.4119222462203023,0.09807672529054817
5685,stoup,crane,blimy,vozhd,wauff,1.8863930885529159,21,1.6215982721382287,19,1.4146868250539955,15,0.9516198704103671,10,0.47580993520518355,0.0951619870410367,0.47156227501799847,0.0943124550035997,0.4053995680345572,0.08534727748095941,0.3772786177105832,0.08982824231204362
5686,strap,coney,build,hewgh,kamme,1.925269978401728,20,1.5464362850971924,18,1.3079913606911449,15,0.9170626349892009,10,0.45853131749460047,0.0917062634989201,0.4359971202303816,0.08719942404607632,0.3866090712742981,0.08591312694984403,0.3850539956803456,0.0962634989200864
5687,wowed,slaty,brink,chump,gaffe,2.045788336933045,21,1.6557235421166305,19,1.3831533477321813,14,0.9507559395248381,9,0.47537796976241903,0.10563954883609311,0.4610511159107271,0.09879666769515581,0.41393088552915763,0.08714334432192793,0.40915766738660897,0.09741849223490691
5688,tupek,soily,brand,cwtch,gamme,2.1269978401727867,20,1.7071274298056158,18,1.428941684665227,15,0.9766738660907128,10,0.4883369330453564,0.09766738660907129,0.476313894888409,0.0952627789776818,0.42678185745140396,0.09484041276697866,0.42539956803455736,0.10634989200863934
5689,bandh,soily,cruet,gimme,quaff,2.120518358531317,19,1.8712742980561556,17,1.495464362850972,15,0.9766738660907128,10,0.4883369330453564,0.09766738660907129,0.498488120950324,0.09969762419006481,0.4678185745140389,0.11007495870918563,0.42410367170626345,0.11160622939638512
5690,flesh,crony,davit,guimp,bobak,1.913606911447084,21,1.5745140388768897,19,1.2760259179265658,15,0.8980561555075595,10,0.44902807775377973,0.08980561555075595,0.4253419726421886,0.08506839452843772,0.3936285097192224,0.08286915994088893,0.38272138228941677,0.09112413864033733
5691,porno,saice,fluty,hewgh,bided,2.0643628509719223,19,1.6816414686825054,17,1.4431965442764578,14,1.009071274298056,9,0.504535637149028,0.11211903047756179,0.48106551475881926,0.10308546744831841,0.42041036717062635,0.09892008639308855,0.41287257019438445,0.10865067636694328
5692,noddy,saice,blurt,whomp,graff,1.9978401727861768,20,1.6738660907127427,18,1.4168466522678185,14,1.009071274298056,9,0.504535637149028,0.11211903047756179,0.4722822174226062,0.10120333230484417,0.4184665226781857,0.09299256059515237,0.39956803455723533,0.09989200863930883
5693,ranid,souce,glyph,twixt,bevvy,1.8717062634989194,20,1.4941684665226778,18,1.185313174946004,15,0.9546436285097191,10,0.47732181425485953,0.0954643628509719,0.395104391648668,0.0790208783297336,0.37354211663066944,0.08300935925125988,0.3743412526997839,0.09358531317494598
5694,emove,slaty,brink,pouch,faded,2.1727861771058317,20,1.7619870410367169,18,1.3831533477321813,14,0.950755939524838,9,0.475377969762419,0.10563954883609311,0.4610511159107271,0.09879666769515581,0.4404967602591792,0.09788816894648428,0.4345572354211663,0.10863930885529158
5695,balsa,crine,pouty,hewgh,fumed,1.9961123110151189,20,1.6423326133909288,17,1.4038876889848813,14,0.9334773218142548,9,0.4667386609071274,0.10371970242380608,0.4679625629949604,0.10027769207034866,0.4105831533477322,0.0966078007877017,0.39922246220302376,0.09980561555075594
5696,chats,brine,godly,flump,waver,2.0401727861771057,21,1.6228941684665226,19,1.3524838012958964,15,0.9226781857451404,10,0.4613390928725702,0.09226781857451404,0.4508279337652988,0.09016558675305976,0.40572354211663064,0.08541548255086961,0.40803455723542115,0.09715108505605266
5697,doses,briny,claut,whomp,gaffe,1.993520518358531,20,1.6034557235421165,18,1.3464362850971923,14,0.8967602591792657,9,0.44838012958963286,0.09964002879769619,0.44881209503239744,0.09617402036408516,0.40086393088552913,0.08908087353011758,0.39870410367170617,0.09967602591792654
5698,koans,trice,bludy,whomp,affix,1.723110151187905,21,1.5762419006479482,19,1.319222462203024,15,0.8993520518358531,10,0.44967602591792655,0.0899352051835853,0.43974082073434134,0.08794816414686826,0.39406047516198706,0.08296010003410254,0.344622030237581,0.08205286434228119
5699,butes,coaly,prink,hewgh,damme,1.9974082073434125,20,1.5792656587473002,18,1.3408207343412526,15,0.9218142548596112,10,0.4609071274298056,0.09218142548596112,0.44694024478041755,0.0893880489560835,0.39481641468682505,0.08773698104151667,0.3994816414686825,0.09987041036717062
5700,thick,soare,bludy,paven,gemma,2.0807775377969766,20,1.843196544276458,18,1.43585313174946,15,1.0159827213822894,10,0.5079913606911447,0.10159827213822895,0.47861771058315333,0.09572354211663067,0.4607991360691145,0.10239980801535878,0.41615550755939534,0.10403887688984884
5701,woons,crate,blimy,faugh,piped,2.111879049676026,20,1.7498920086393088,18,1.395680345572354,14,0.9326133909287256,9,0.4663066954643628,0.10362371010319174,0.46522678185745137,0.09969145325516815,0.4374730021598272,0.09721622270218383,0.4223758099352052,0.1055939524838013
5702,gonch,slate,primy,fuzed,bawks,2.043628509719222,22,1.7870410367170622,19,1.4548596112311012,15,0.9766738660907126,10,0.4883369330453563,0.09766738660907126,0.4849532037437004,0.09699064074874007,0.44676025917926554,0.09405479140616117,0.4087257019438444,0.09289220498723737
5703,chica,sonly,brute,faded,kempt,2.10755939524838,19,1.8371490280777538,16,1.4263498920086393,14,0.9218142548596112,9,0.4609071274298056,0.10242380609551235,0.47544996400287975,0.10188213514347423,0.45928725701943846,0.11482181425485961,0.421511879049676,0.11092417869728316
5704,thees,coaly,brink,pudge,maxim,2.013390928725702,20,1.7442764578833692,18,1.3542116630669545,14,0.9218142548596112,9,0.4609071274298056,0.10242380609551235,0.4514038876889848,0.09672940450478247,0.4360691144708423,0.09690424766018718,0.40267818574514036,0.10066954643628509
5705,viver,slaty,bound,chimp,gaffe,2.053131749460043,20,1.6630669546436285,18,1.346868250539957,14,0.950755939524838,9,0.475377969762419,0.10563954883609311,0.448956083513319,0.09620487503856835,0.41576673866090713,0.0923926085913127,0.4106263498920086,0.10265658747300214
5706,midgy,soare,blunt,chowk,frizz,2.048812095032397,21,1.7494600431965441,19,1.4367170626349892,15,1.0159827213822894,10,0.5079913606911447,0.10159827213822895,0.4789056875449964,0.09578113750899928,0.43736501079913603,0.09207684437876548,0.40976241900647936,0.09756248071582843
5707,azury,slice,month,faded,bebop,2.0073434125269976,19,1.7222462203023754,17,1.311447084233261,15,0.9645788336933043,10,0.48228941684665216,0.09645788336933044,0.4371490280777537,0.08742980561555073,0.43056155507559385,0.10130860119425737,0.4014686825053995,0.10564965329089461
5708,potch,saine,burly,meved,graff,2.1585313174946004,20,1.8345572354211663,18,1.4742980561555077,15,1.021598272138229,10,0.5107991360691145,0.10215982721382291,0.4914326853851692,0.09828653707703384,0.4586393088552916,0.10191984641228702,0.43170626349892005,0.10792656587473001
5709,rorid,slane,bufty,chimp,gawks,1.9257019438444927,21,1.6941684665226782,18,1.3779697624190066,14,0.994816414686825,9,0.4974082073434125,0.110535157187425,0.45932325413966885,0.09842641160135761,0.42354211663066954,0.094120470362371,0.38514038876889856,0.09170009256402346
5710,biked,slaty,pouch,wring,maxim,1.9606911447084232,21,1.6915766738660907,19,1.329157667386609,15,0.9503239740820735,10,0.47516198704103674,0.09503239740820735,0.4430525557955363,0.08861051115910727,0.42289416846652267,0.08903035125611003,0.39213822894168465,0.09336624498611538
5711,stipa,corey,blunk,hewgh,damme,1.9434125269978402,20,1.5252699784017278,18,1.2868250539956803,15,0.9265658747300216,10,0.4632829373650108,0.09265658747300216,0.42894168466522675,0.08578833693304536,0.38131749460043196,0.08473722102231822,0.38868250539956806,0.09717062634989201
5712,thang,soily,crude,bebop,kamik,2.0298056155507562,19,1.7464362850971924,17,1.4613390928725702,15,0.9762419006479482,10,0.4881209503239741,0.09762419006479482,0.4871130309575234,0.09742260619150468,0.4366090712742981,0.10273154618218779,0.40596112311015126,0.10683187450267138
5713,lyart,souce,whiny,faded,bebop,2.0989200863930884,18,1.8138228941684666,16,1.403023758099352,14,0.9542116630669546,10,0.4771058315334773,0.09542116630669546,0.46767458603311735,0.1002159827213823,0.45345572354211666,0.11336393088552917,0.4197840172786177,0.11660667146628269
5714,ample,shiny,court,faded,bewig,2.0660907127429806,20,1.78963282937365,17,1.3788336933045358,15,0.9265658747300217,10,0.46328293736501086,0.09265658747300218,0.4596112311015119,0.09192224622030239,0.4474082073434125,0.10527251937492059,0.4132181425485961,0.10330453563714903
5715,fauns,corey,thilk,budge,swamp,2.053563714902808,21,1.690280777537797,18,1.2868250539956803,15,0.9265658747300216,10,0.4632829373650108,0.09265658747300216,0.42894168466522675,0.08578833693304536,0.42257019438444926,0.09390448764098873,0.4107127429805616,0.09778874832870514
5716,cornu,slate,pigmy,whiff,baked,1.9792656587473003,21,1.5796976241900649,18,1.3403887688984881,15,0.9762419006479481,10,0.48812095032397407,0.09762419006479481,0.44679625629949604,0.08935925125989921,0.3949244060475162,0.08776097912167027,0.3958531317494601,0.09425074565463334
5717,aargh,soily,bunce,dempt,viffs,1.8971922246220303,20,1.7498920086393088,18,1.4401727861771059,14,0.9762419006479482,9,0.4881209503239741,0.10847132229421647,0.48005759539236864,0.10286948472693613,0.4374730021598272,0.09721622270218383,0.37943844492440604,0.09485961123110151
5718,zinke,slaty,broch,fumed,gawps,1.954643628509719,22,1.7252699784017276,19,1.3714902807775375,15,0.9503239740820735,10,0.47516198704103674,0.09503239740820735,0.45716342692584583,0.09143268538516917,0.4313174946004319,0.09080368307377513,0.3909287257019438,0.08884743765953268
5719,lenes,fairy,chout,bodge,swamp,2.0881209503239746,20,1.724838012958963,17,1.2812095032397408,14,0.8833693304535637,9,0.44168466522678185,0.09815214782817375,0.4270698344132469,0.09151496451712435,0.4312095032397408,0.10146105958582136,0.4176241900647949,0.10440604751619872
5720,loran,suite,cadgy,whomp,blaff,1.9688984881209504,20,1.6483801295896328,18,1.3913606911447085,14,0.9520518358531318,10,0.4760259179265659,0.09520518358531319,0.46378689704823617,0.09938290651033632,0.4120950323974082,0.09157667386609071,0.3937796976241901,0.09844492440604752
5721,grits,coaly,bunde,whomp,affix,1.7533477321814253,21,1.6064794816414685,19,1.3494600431965442,15,0.9213822894168466,10,0.4606911447084233,0.09213822894168466,0.44982001439884806,0.08996400287976962,0.4016198704103671,0.08455155166534045,0.35066954643628506,0.08349274915149645
5722,tippy,soare,clunk,whiff,gaged,2.0241900647948166,19,1.625917926565875,17,1.3866090712742982,14,1.015550755939525,9,0.5077753779697625,0.11283897288216943,0.4622030237580994,0.0990435050910213,0.40647948164146874,0.09564223097446323,0.4048380129589633,0.10653631919972718
5723,naira,souce,glyph,betty,fumed,1.9831533477321812,19,1.6293736501079912,16,1.1848812095032395,14,0.9542116630669546,9,0.4771058315334773,0.10602351811855051,0.3949604031677465,0.08463437210737425,0.4073434125269978,0.10183585313174945,0.3966306695464362,0.10437649198590428
5724,scoog,brane,fluty,whipt,domed,2.101079913606912,20,1.7179265658747302,18,1.3740820734341255,14,0.9399568034557235,9,0.46997840172786176,0.10443964482841372,0.45802735781137516,0.09814871953100897,0.42948164146868256,0.09544036477081835,0.4202159827213824,0.1050539956803456
5725,minar,souce,glyph,twixt,baddy,1.9192224622030236,20,1.4937365010799135,18,1.1848812095032395,15,0.9542116630669546,10,0.4771058315334773,0.09542116630669546,0.3949604031677465,0.0789920806335493,0.3734341252699784,0.0829853611711063,0.3838444924406047,0.09596112311015118
5726,exode,slaty,brink,chump,gaffs,1.8777537796976238,21,1.6552915766738658,19,1.3827213822894167,14,0.9503239740820735,9,0.47516198704103674,0.10559155267578595,0.46090712742980555,0.09876581302067262,0.41382289416846646,0.08712060929862452,0.37555075593952475,0.0894168466522678
5727,biota,shule,carny,domed,graff,2.1300215982721378,18,1.8060475161987042,16,1.4228941684665228,14,0.8997840172786177,10,0.44989200863930884,0.08997840172786177,0.47429805615550763,0.10163529774760878,0.45151187904967605,0.11287796976241901,0.42600431965442753,0.11833453323734099
5728,vowel,saint,crudy,bumph,jeffs,1.8241900647948164,21,1.6695464362850971,19,1.4064794816414687,15,0.9473002159827214,10,0.4736501079913607,0.09473002159827214,0.4688264938804896,0.09376529877609792,0.4173866090712743,0.0878708650676367,0.3648380129589633,0.08686619356165792
5729,rubel,saint,choky,podge,flamm,2.1373650107991358,20,1.8116630669546434,18,1.381425485961123,15,0.9473002159827214,10,0.4736501079913607,0.09473002159827214,0.460475161987041,0.0920950323974082,0.45291576673866085,0.10064794816414685,0.42747300215982714,0.10686825053995679
5730,cowal,shine,purty,faded,bemix,2.0695464362850973,20,1.7922246220302378,17,1.3814254859611232,15,0.9520518358531318,10,0.4760259179265659,0.09520518358531319,0.4604751619870411,0.09209503239740821,0.44805615550755945,0.10542497776648457,0.4139092872570195,0.10347732181425487
5731,culex,saint,grody,whump,bobak,1.9667386609071273,21,1.627645788336933,19,1.4047516198704104,15,0.9473002159827214,10,0.4736501079913607,0.09473002159827214,0.4682505399568035,0.0936501079913607,0.40691144708423327,0.08566556780720701,0.3933477321814255,0.09365422194795844
5732,podex,slaty,brink,gauch,meffs,1.952483801295896,21,1.7602591792656586,19,1.3822894168466522,15,0.9498920086393089,10,0.47494600431965445,0.0949892008639309,0.46076313894888404,0.09215262778977681,0.44006479481641464,0.09264521996135044,0.39049676025917923,0.09297541910932838
5733,gerah,soily,bundt,crack,plump,2.0509719222462204,19,1.7779697624190065,17,1.3300215982721384,15,0.9758099352051837,10,0.48790496760259183,0.09758099352051837,0.44334053275737945,0.08866810655147589,0.4444924406047516,0.10458645661288274,0.41019438444924405,0.10794589064453791
5734,woxen,slaty,brick,pudge,chuff,2.00475161987041,21,1.7593952483801292,19,1.3693304535637145,15,0.9498920086393088,10,0.4749460043196544,0.09498920086393088,0.4564434845212382,0.09128869690424764,0.4398488120950323,0.09259974991474364,0.400950323974082,0.0954643628509719
5735,shrow,faine,culty,boded,gramp,2.1205183585313176,20,1.769330453563715,17,1.3533477321814256,15,0.9218142548596112,10,0.4609071274298056,0.09218142548596112,0.45111591072714186,0.09022318214542838,0.4423326133909288,0.10407826197433619,0.4241036717062635,0.10602591792656588
5736,lanch,suite,grody,kopek,flamm,2.075161987041036,19,1.749460043196544,17,1.409071274298056,15,0.9516198704103671,10,0.47580993520518355,0.0951619870410367,0.4696904247660187,0.09393808495320373,0.437365010799136,0.10290941430567906,0.4150323974082072,0.10921905194952822
5737,frags,coney,built,whomp,dekko,1.828509719222462,21,1.6220302375809934,19,1.3650107991360692,15,0.9157667386609072,10,0.4578833693304536,0.09157667386609072,0.45500359971202303,0.0910007199424046,0.40550755939524835,0.08537001250426281,0.3657019438444924,0.08707189139154581
5738,swads,crine,pouty,ghyll,kamik,1.9481641468682502,19,1.6647948164146866,17,1.403023758099352,14,0.9326133909287256,9,0.4663066954643628,0.10362371010319174,0.46767458603311735,0.1002159827213823,0.41619870410367166,0.09792910684792275,0.38963282937365007,0.10253495509832895
5739,bream,soily,chunk,patte,gived,2.1524838012958964,20,1.806047516198704,17,1.3222462203023757,15,0.9758099352051836,10,0.4879049676025918,0.09758099352051836,0.4407487401007919,0.08814974802015837,0.451511879049676,0.10623808918815905,0.43049676025917927,0.10762419006479482
5740,exome,slaty,brink,pouch,faded,2.1719222462203023,20,1.7611231101511875,18,1.382289416846652,14,0.9498920086393088,9,0.4749460043196544,0.10554355651547875,0.460763138948884,0.09873495834618942,0.4402807775377969,0.09784017278617708,0.43438444924406044,0.10859611231101511
5741,addle,shiny,court,begem,qapik,2.02548596112311,20,1.7421166306695466,17,1.378401727861771,14,0.926133909287257,9,0.4630669546436285,0.10290376769858411,0.45946724262059035,0.0984572662758408,0.43552915766738665,0.1024774488629145,0.40509719222462204,0.10127429805615551
5742,amble,shiny,court,faded,wigga,2.0017278617710583,19,1.7892008639308854,17,1.378401727861771,15,0.926133909287257,10,0.4630669546436285,0.0926133909287257,0.45946724262059035,0.09189344852411807,0.44730021598272135,0.10524710964299326,0.40034557235421164,0.10535409798795044
5743,doors,faine,culty,whump,skegg,1.8656587473002162,20,1.5762419006479482,18,1.3533477321814256,14,0.9218142548596112,9,0.4609071274298056,0.10242380609551235,0.45111591072714186,0.09666769515581611,0.39406047516198706,0.08756899448044157,0.37313174946004324,0.09328293736501081
5744,vampy,slice,front,bough,wexed,2.1244060475161985,22,1.790496760259179,19,1.4311015118790493,15,0.9637149028077752,10,0.4818574514038876,0.09637149028077752,0.47703383729301646,0.09540676745860328,0.44762419006479476,0.09423667159258838,0.4248812095032397,0.0965639112507363
5745,ridgy,slane,chout,primp,bobak,2.0764578833693297,19,1.7373650107991356,17,1.3922246220302374,15,0.9943844492440603,10,0.49719222462203017,0.09943844492440604,0.46407487401007913,0.09281497480201582,0.4343412526997839,0.10219794181171386,0.41529157667386596,0.10928725701943841
5746,duans,corey,glift,whomp,kibbe,1.873002159827214,21,1.558963282937365,19,1.3019438444924407,15,0.926133909287257,10,0.4630669546436285,0.0926133909287257,0.4339812814974802,0.08679625629949604,0.38974082073434124,0.08205069910196658,0.3746004319654428,0.08919057903939114
5747,fakir,souce,glyph,bundt,jemmy,1.8647948164146868,21,1.5386609071274298,19,1.1844492440604748,15,0.9537796976241899,10,0.47688984881209495,0.095377969762419,0.39481641468682493,0.07896328293736499,0.38466522678185744,0.08098215300670683,0.3729589632829374,0.08879975316260413
5748,woken,slaty,crimp,budge,hafiz,1.964578833693304,22,1.72267818574514,19,1.3192224622030235,15,0.9498920086393088,10,0.4749460043196544,0.09498920086393088,0.4397408207343412,0.08794816414686824,0.430669546436285,0.09066727293395474,0.3929157667386608,0.08929903789515019
5749,capon,suite,braky,whelm,doved,2.0958963282937364,20,1.71792656587473,18,1.4552915766738659,14,0.9516198704103671,10,0.47580993520518355,0.0951619870410367,0.48509719222462194,0.10394939833384756,0.4294816414686825,0.09544036477081834,0.4191792656587473,0.10479481641468683
5750,mabes,crony,guilt,vozhd,pluff,1.7740820734341252,21,1.5282937365010798,19,1.3213822894168465,15,0.8971922246220302,10,0.4485961123110151,0.08971922246220301,0.44046076313894883,0.08809215262778977,0.38207343412526995,0.08043651244742525,0.354816414686825,0.08448009873495835
5751,howbe,slaty,prink,fumed,jaggs,1.9399568034557235,21,1.72267818574514,19,1.36889848812095,15,0.9498920086393088,10,0.4749460043196544,0.09498920086393088,0.45629949604031667,0.09125989920806334,0.430669546436285,0.09066727293395474,0.3879913606911447,0.0923788954026535
5752,gatch,soily,prune,bided,flamm,2.1935205183585316,19,1.8678185745140392,17,1.485097192224622,15,0.9753779697624191,10,0.48768898488120954,0.0975377969762419,0.49503239740820737,0.09900647948164147,0.4669546436285098,0.10987168085376701,0.4387041036717063,0.11544844833465956
5753,luted,soapy,brink,chuff,gamme,2.042332613390929,20,1.6224622030237583,18,1.3771058315334774,15,0.944708423326134,10,0.472354211663067,0.09447084233261341,0.45903527717782583,0.09180705543556517,0.4056155507559396,0.09013678905687546,0.40846652267818584,0.10211663066954646
5754,piend,slaty,broch,muzak,gaffe,2.011231101511879,21,1.6211663066954642,19,1.3706263498920086,15,0.9494600431965443,10,0.47473002159827216,0.09494600431965443,0.45687544996400287,0.09137508999280057,0.40529157667386606,0.08532454245765601,0.4022462203023758,0.09577290959580376
5755,libel,soapy,grunt,chowk,damme,2.0997840172786177,20,1.6816414686825054,18,1.3688984881209505,14,0.944708423326134,9,0.472354211663067,0.10496760259179266,0.45629949604031683,0.09777846343721075,0.42041036717062635,0.09342452603791697,0.41995680345572356,0.10498920086393089
5756,ysame,point,brugh,flock,waded,1.9468682505399568,21,1.5589632829373647,19,1.1935205183585313,15,0.8393088552915767,10,0.41965442764578836,0.08393088552915767,0.3978401727861771,0.07956803455723542,0.3897408207343412,0.08205069910196656,0.38937365010799135,0.09270801193047414
5757,meshy,brant,could,qapik,swizz,1.8492440604751619,21,1.5468682505399565,19,1.263498920086393,15,0.8652267818574514,10,0.4326133909287257,0.08652267818574513,0.42116630669546434,0.08423326133909287,0.3867170626349891,0.0814141184494714,0.3698488120950324,0.08805924097500771
5758,debit,soapy,crunk,whelm,gaffe,1.996976241900648,21,1.6069114470842334,19,1.3442764578833695,15,0.944708423326134,10,0.472354211663067,0.09447084233261341,0.44809215262778984,0.08961843052555797,0.40172786177105835,0.08457428668864386,0.39939524838012963,0.09509410675717371
5759,loirs,beany,dutch,gamme,skoff,1.9183585313174947,19,1.6241900647948164,17,1.2043196544276458,15,0.9023758099352053,10,0.45118790496760264,0.09023758099352053,0.4014398848092153,0.08028797696184305,0.4060475161987041,0.09554059204675391,0.38367170626349895,0.10096623849039446
