w,in_wordle,in_wordle_curated,freq
rooky,True,False,
rooms,True,False,32937144.0
roons,True,False,
roops,True,False,
roopy,True,False,
roosa,True,False,
roose,True,False,
roots,True,False,29383889.0
rooty,True,False,
roped,True,False,368960.0
roper,True,False,1092708.0
ropes,True,False,4194092.0
ropey,True,False,
roque,True,False,344272.0
roral,True,False,
rores,True,False,
roric,True,False,
rorid,True,False,
rorie,True,False,
rorts,True,False,
rorty,True,False,918864.0
rosed,True,False,
roses,True,False,7391328.0
roset,True,False,
roshi,True,False,129360.0
rosin,True,False,668566.0
rosit,True,False,
rosti,True,False,
rosts,True,False,
rotal,True,False,
rotan,True,False,
rotas,True,False,
rotch,True,False,
roted,True,False,
rotes,True,False,
rotis,True,False,
rotls,True,False,
roton,True,False,
rotos,True,False,
rotte,True,False,
rouen,True,False,1674332.0
roues,True,False,
roule,True,False,
rouls,True,False,
roums,True,False,
roups,True,False,
roupy,True,False,
roust,True,False,
routh,True,False,237679.0
routs,True,False,125540.0
roved,True,False,198008.0
roven,True,False,
roves,True,False,
rowan,True,False,1289368.0
rowed,True,False,1366327.0
rowel,True,False,
rowen,True,False,
rowie,True,False,
rowme,True,False,
rownd,True,False,
rowth,True,False,
rowts,True,False,
royne,True,False,
royst,True,False,
rozet,True,False,
rozit,True,False,
ruana,True,False,
rubai,True,False,
rubby,True,False,
rubel,True,False,121205.0
rubes,True,False,
rubin,True,False,2275558.0
ruble,True,False,485780.0
rubli,True,False,
rubus,True,False,217963.0
ruche,True,False,
rucks,True,False,
rudas,True,False,
rudds,True,False,
rudes,True,False,
rudie,True,False,
rudis,True,False,
rueda,True,False,119133.0
ruers,True,False,
ruffe,True,False,
ruffs,True,False,124953.0
rugae,True,False,
rugal,True,False,
ruggy,True,False,
ruing,True,False,
ruins,True,False,10939410.0
rukhs,True,False,
ruled,True,False,16334408.0
rules,True,False,95446866.0
rumal,True,False,
rumbo,True,False,
rumen,True,False,644518.0
rumes,True,False,
rumly,True,False,
rummy,True,False,144194.0
rumpo,True,False,
rumps,True,False,
rumpy,True,False,
runch,True,False,
runds,True,False,
runed,True,False,
runes,True,False,399945.0
rungs,True,False,504307.0
runic,True,False,290692.0
runny,True,False,275352.0
runts,True,False,
runty,True,False,
rupia,True,False,
rurps,True,False,
rurus,True,False,
rusas,True,False,
ruses,True,False,164315.0
rushy,True,False,
rusks,True,False,
rusma,True,False,
russe,True,False,358460.0
rusts,True,False,219876.0
ruths,True,False,
rutin,True,False,
rutty,True,False,
ryals,True,False,
rybat,True,False,
ryked,True,False,
rykes,True,False,
rymme,True,False,
rynds,True,False,
ryots,True,False,322401.0
ryper,True,False,
saags,True,False,
sabal,True,False,
sabed,True,False,
saber,True,False,697658.0
sabes,True,False,
sabha,True,False,2238009.0
sabin,True,False,452009.0
sabir,True,False,
sable,True,False,1454787.0
sabot,True,False,
sabra,True,False,215434.0
sabre,True,False,854770.0
sacks,True,False,2584957.0
sacra,True,False,814457.0
saddo,True,False,
sades,True,False,
sadhe,True,False,
sadhu,True,False,268133.0
sadis,True,False,
sados,True,False,
sadza,True,False,
safed,True,False,188044.0
safes,True,False,269373.0
sagas,True,False,665533.0
sager,True,False,191450.0
sages,True,False,2794679.0
saggy,True,False,
sagos,True,False,
sagum,True,False,
saheb,True,False,383848.0
sahib,True,False,1554873.0
saice,True,False,
saick,True,False,
saics,True,False,
saids,True,False,
saiga,True,False,
sails,True,False,4747643.0
saims,True,False,
saine,True,False,
sains,True,False,
sairs,True,False,
saist,True,False,
saith,True,False,3609901.0
sajou,True,False,
sakai,True,False,427967.0
saker,True,False,
sakes,True,False,712531.0
sakia,True,False,
sakis,True,False,
sakti,True,False,460425.0
salal,True,False,
salat,True,False,101155.0
salep,True,False,
sales,True,False,58217116.0
salet,True,False,
salic,True,False,187839.0
salix,True,False,371287.0
salle,True,False,1767258.0
salmi,True,False,
salol,True,False,
salop,True,False,188540.0
salpa,True,False,
salps,True,False,
salse,True,False,
salto,True,False,121759.0
salts,True,False,9975080.0
salue,True,False,
salut,True,False,202582.0
saman,True,False,121076.0
samas,True,False,
samba,True,False,582949.0
sambo,True,False,263559.0
samek,True,False,
samel,True,False,
samen,True,False,
sames,True,False,
samey,True,False,
samfu,True,False,
sammy,True,False,1484420.0
sampi,True,False,
samps,True,False,
sands,True,False,5802796.0
saned,True,False,
sanes,True,False,
sanga,True,False,134178.0
sangh,True,False,717926.0
sango,True,False,
sangs,True,False,
sanko,True,False,
sansa,True,False,
santo,True,False,2894600.0
sants,True,False,
saola,True,False,
sapan,True,False,
sapid,True,False,
sapor,True,False,116330.0
saran,True,False,274838.0
sards,True,False,
sared,True,False,
saree,True,False,
sarge,True,False,233600.0
sargo,True,False,
sarin,True,False,184896.0
saris,True,False,242913.0
sarks,True,False,
sarky,True,False,
sarod,True,False,
saros,True,False,
sarus,True,False,
saser,True,False,
sasin,True,False,
sasse,True,False,
satai,True,False,
satay,True,False,
sated,True,False,355411.0
satem,True,False,
sates,True,False,119561.0
satis,True,False,547434.0
sauba,True,False,
sauch,True,False,
saugh,True,False,
sauls,True,False,
sault,True,False,502020.0
saunt,True,False,
saury,True,False,
sauts,True,False,
saved,True,False,26171221.0
saver,True,False,607557.0
saves,True,False,3441489.0
savey,True,False,
savin,True,False,252441.0
sawah,True,False,
sawed,True,False,795028.0
sawer,True,False,
saxes,True,False,
sayed,True,False,215449.0
sayer,True,False,322358.0
sayid,True,False,
sayne,True,False,
sayon,True,False,
sayst,True,False,
sazes,True,False,
scabs,True,False,405423.0
scads,True,False,
scaff,True,False,
scags,True,False,
scail,True,False,
scala,True,False,978686.0
scall,True,False,
scams,True,False,199914.0
scand,True,False,1766666.0
scans,True,False,2217569.0
scapa,True,False,154391.0
scape,True,False,400149.0
scapi,True,False,
scarp,True,False,445651.0
scars,True,False,3024076.0
scart,True,False,
scath,True,False,
scats,True,False,
scatt,True,False,
scaud,True,False,
scaup,True,False,
scaur,True,False,
scaws,True,False,
sceat,True,False,
scena,True,False,138782.0
scend,True,False,
schav,True,False,
schmo,True,False,
schul,True,False,
schwa,True,False,166027.0
sclim,True,False,
scody,True,False,
scogs,True,False,
scoog,True,False,
scoot,True,False,147206.0
scopa,True,False,
scops,True,False,
scots,True,False,6416182.0
scoug,True,False,
scoup,True,False,
scowp,True,False,
scows,True,False,
scrab,True,False,
scrae,True,False,
scrag,True,False,
scran,True,False,
scrat,True,False,
scraw,True,False,
scray,True,False,
scrim,True,False,105844.0
scrip,True,False,649337.0
scrob,True,False,
scrod,True,False,
scrog,True,False,
scrow,True,False,
scudi,True,False,198134.0
scudo,True,False,
scuds,True,False,
scuff,True,False,
scuft,True,False,
scugs,True,False,
sculk,True,False,
scull,True,False,240366.0
sculp,True,False,
sculs,True,False,
scums,True,False,
scups,True,False,
scurf,True,False,
scurs,True,False,
scuse,True,False,
scuta,True,False,
scute,True,False,
scuts,True,False,
scuzz,True,False,
scyes,True,False,
sdayn,True,False,
sdein,True,False,
seals,True,False,5565492.0
seame,True,False,
seams,True,False,2326584.0
seamy,True,False,160628.0
seans,True,False,
seare,True,False,
sears,True,False,2447857.0
sease,True,False,
seats,True,False,15624260.0
seaze,True,False,
sebum,True,False,172418.0
secco,True,False,
sechs,True,False,101751.0
sects,True,False,4299159.0
seder,True,False,370561.0
sedes,True,False,108990.0
sedge,True,False,512891.0
sedgy,True,False,
sedum,True,False,129779.0
seeds,True,False,19357319.0
seeks,True,False,14150602.0
seeld,True,False,
seels,True,False,
seely,True,False,215879.0
seems,True,False,158520801.0
seeps,True,False,314236.0
seepy,True,False,
seers,True,False,919510.0
sefer,True,False,449835.0
segar,True,False,
segni,True,False,112943.0
segno,True,False,
segol,True,False,
segos,True,False,
sehri,True,False,
seifs,True,False,
seils,True,False,
seine,True,False,3601784.0
seirs,True,False,
seise,True,False,
seism,True,False,
seity,True,False,
seiza,True,False,
sekos,True,False,
sekts,True,False,
selah,True,False,134100.0
seles,True,False,
selfs,True,False,
sella,True,False,399656.0
selle,True,False,101533.0
sells,True,False,5325590.0
selva,True,False,238097.0
semee,True,False,
semes,True,False,
semie,True,False,
semis,True,False,
senas,True,False,
sends,True,False,8524224.0
senes,True,False,
sengi,True,False,
senna,True,False,330151.0
senor,True,False,1546742.0
sensa,True,False,133532.0
sensi,True,False,
sente,True,False,
senti,True,False,121387.0
sents,True,False,
senvy,True,False,
senza,True,False,406536.0
sepad,True,False,
sepal,True,False,110761.0
sepic,True,False,
sepoy,True,False,355779.0
septa,True,False,868085.0
septs,True,False,
serac,True,False,
serai,True,False,217392.0
seral,True,False,
sered,True,False,
serer,True,False,
seres,True,False,115588.0
serfs,True,False,1623266.0
serge,True,False,1134775.0
seric,True,False,
serin,True,False,
serks,True,False,
seron,True,False,
serow,True,False,
serra,True,False,973224.0
serre,True,False,140369.0
serrs,True,False,
serry,True,False,
servo,True,False,886065.0
sesey,True,False,
sessa,True,False,
setae,True,False,1088611.0
setal,True,False,
seton,True,False,953426.0
setts,True,False,138455.0
sewan,True,False,
sewar,True,False,
sewed,True,False,1150407.0
sewel,True,False,
sewen,True,False,
sewin,True,False,
sexed,True,False,292355.0
sexer,True,False,
sexes,True,False,7600074.0
sexto,True,False,
sexts,True,False,
seyen,True,False,
shads,True,False,
shags,True,False,
shahs,True,False,
shako,True,False,
shakt,True,False,
shalm,True,False,
shaly,True,False,201108.0
shama,True,False,
shams,True,False,437368.0
shand,True,False,228131.0
shans,True,False,116978.0
shaps,True,False,
sharn,True,False,
shash,True,False,
shaul,True,False,118463.0
shawm,True,False,
shawn,True,False,664745.0
shaws,True,False,
shaya,True,False,
shays,True,False,231679.0
shchi,True,False,
sheaf,True,False,817224.0
sheal,True,False,
sheas,True,False,
sheds,True,False,2611980.0
sheel,True,False,
shend,True,False,
shent,True,False,
sheol,True,False,263864.0
sherd,True,False,500202.0
shere,True,False,188684.0
shero,True,False,
shets,True,False,
sheva,True,False,
shewn,True,False,1975002.0
shews,True,False,1236928.0
shiai,True,False,
shiel,True,False,
shier,True,False,
shies,True,False,
shill,True,False,
shily,True,False,
shims,True,False,164157.0
shins,True,False,355970.0
ships,True,False,40502437.0
shirr,True,False,
shirs,True,False,
shish,True,False,
shiso,True,False,
shist,True,False,
shite,True,False,126016.0
shits,True,False,
shiur,True,False,
shiva,True,False,1419141.0
shive,True,False,
shivs,True,False,
shlep,True,False,
shlub,True,False,
shmek,True,False,
shmoe,True,False,
shoat,True,False,
shoed,True,False,
shoer,True,False,
shoes,True,False,17745203.0
shogi,True,False,
shogs,True,False,
shoji,True,False,191647.0
shojo,True,False,
shola,True,False,
shool,True,False,
shoon,True,False,
shoos,True,False,
shope,True,False,
shops,True,False,14084345.0
shorl,True,False,
shote,True,False,
shots,True,False,7957043.0
shott,True,False,
showd,True,False,
shows,True,False,113416183.0
shoyu,True,False,
shred,True,False,729333.0
shris,True,False,
shrow,True,False,
shtik,True,False,
shtum,True,False,
shtup,True,False,
shule,True,False,
shuln,True,False,
shuls,True,False,
shuns,True,False,250406.0
shura,True,False,167471.0
shute,True,False,274880.0
shuts,True,False,1025114.0
shwas,True,False,
shyer,True,False,
sials,True,False,
sibbs,True,False,
sibyl,True,False,634185.0
sices,True,False,
sicht,True,False,163412.0
sicko,True,False,
sicks,True,False,
sicky,True,False,
sidas,True,False,
sided,True,False,7159595.0
sider,True,False,212285.0
sides,True,False,52946344.0
sidha,True,False,
sidhe,True,False,
sidle,True,False,
sield,True,False,
siens,True,False,
sient,True,False,
sieth,True,False,
sieur,True,False,787836.0
sifts,True,False,
sighs,True,False,1849348.0
sigil,True,False,
sigla,True,False,
signa,True,False,193549.0
signs,True,False,44832610.0
sijos,True,False,
sikas,True,False,
siker,True,False,
sikes,True,False,244082.0
silds,True,False,
siled,True,False,
silen,True,False,
siler,True,False,
siles,True,False,
silex,True,False,189947.0
silks,True,False,1515597.0
sills,True,False,850402.0
silos,True,False,580559.0
silts,True,False,304752.0
silty,True,False,627330.0
silva,True,False,2058663.0
simar,True,False,
simas,True,False,
simba,True,False,135026.0
simis,True,False,
simps,True,False,
simul,True,False,396519.0
sinds,True,False,
sined,True,False,
sines,True,False,335415.0
sings,True,False,3622441.0
sinhs,True,False,
sinks,True,False,3087392.0
sinky,True,False,
sinus,True,False,5622133.0
siped,True,False,
sipes,True,False,
sippy,True,False,
sired,True,False,308262.0
siree,True,False,
sires,True,False,442424.0
sirih,True,False,
siris,True,False,
siroc,True,False,
sirra,True,False,
sirup,True,False,210066.0
sisal,True,False,414470.0
sises,True,False,
sista,True,False,
sists,True,False,
sitar,True,False,116498.0
sited,True,False,724852.0
sites,True,False,39892154.0
sithe,True,False,
sitka,True,False,504486.0
situp,True,False,
situs,True,False,484298.0
siver,True,False,
sixer,True,False,
sixes,True,False,267683.0
sixmo,True,False,
sixte,True,False,
sizar,True,False,
sized,True,False,9690362.0
sizel,True,False,
sizer,True,False,140838.0
sizes,True,False,15069293.0
skags,True,False,
skail,True,False,
skald,True,False,
skank,True,False,
skart,True,False,
skats,True,False,
skatt,True,False,
skaws,True,False,
skean,True,False,
skear,True,False,
skeds,True,False,
skeed,True,False,
skeef,True,False,
skeen,True,False,
skeer,True,False,
skees,True,False,
skeet,True,False,120191.0
skegg,True,False,
skegs,True,False,
skein,True,False,363288.0
skelf,True,False,
skell,True,False,
skelm,True,False,
skelp,True,False,
skene,True,False,353316.0
skens,True,False,
skeos,True,False,
skeps,True,False,
skers,True,False,
skets,True,False,
skews,True,False,
skids,True,False,250523.0
skied,True,False,122231.0
skies,True,False,4499636.0
skiey,True,False,
skimo,True,False,
skims,True,False,115150.0
skink,True,False,
skins,True,False,6007029.0
skint,True,False,
skios,True,False,
skips,True,False,466147.0
skirl,True,False,
skirr,True,False,
skite,True,False,
skits,True,False,248994.0
skive,True,False,
skivy,True,False,
sklim,True,False,
skoal,True,False,
skody,True,False,
skoff,True,False,
skogs,True,False,
skols,True,False,
skool,True,False,
skort,True,False,
skosh,True,False,
skran,True,False,
skrik,True,False,
skuas,True,False,
skugs,True,False,
skyed,True,False,
skyer,True,False,
skyey,True,False,
skyfs,True,False,
skyre,True,False,
skyrs,True,False,
skyte,True,False,
slabs,True,False,2884231.0
slade,True,False,1003754.0
slaes,True,False,
slags,True,False,343788.0
slaid,True,False,
slake,True,False,207557.0
slams,True,False,265797.0
slane,True,False,102003.0
slank,True,False,
slaps,True,False,384537.0
slart,True,False,
slats,True,False,528918.0
slaty,True,False,273268.0
slaws,True,False,
slays,True,False,271482.0
slebs,True,False,
sleds,True,False,375559.0
sleer,True,False,
slews,True,False,
sleys,True,False,
slier,True,False,
slily,True,False,
slims,True,False,
slipe,True,False,
slips,True,False,3497430.0
slipt,True,False,
slish,True,False,
slits,True,False,1264536.0
slive,True,False,
sloan,True,False,1869678.0
slobs,True,False,
sloes,True,False,
slogs,True,False,
sloid,True,False,
slojd,True,False,
slomo,True,False,
sloom,True,False,
sloot,True,False,
slops,True,False,180616.0
slopy,True,False,
slorm,True,False,
slots,True,False,2352413.0
slove,True,False,
slows,True,False,1336687.0
sloyd,True,False,
slubb,True,False,
slubs,True,False,
slued,True,False,
slues,True,False,
sluff,True,False,
slugs,True,False,740066.0
sluit,True,False,
slums,True,False,2130239.0
slurb,True,False,
slurs,True,False,281615.0
sluse,True,False,
sluts,True,False,
slyer,True,False,
slype,True,False,
smaak,True,False,
smaik,True,False,
smalm,True,False,
smalt,True,False,
smarm,True,False,
smaze,True,False,
smeek,True,False,
smees,True,False,
smeik,True,False,
smeke,True,False,
smerk,True,False,
smews,True,False,
smirr,True,False,
smirs,True,False,
smits,True,False,125634.0
smogs,True,False,
smoko,True,False,
smolt,True,False,
smoor,True,False,
smoot,True,False,294127.0
smore,True,False,
smorg,True,False,
smout,True,False,
smowt,True,False,
smugs,True,False,
smurs,True,False,
smush,True,False,
smuts,True,False,1039810.0
snabs,True,False,
snafu,True,False,
snags,True,False,337598.0
snaps,True,False,782180.0
snarf,True,False,
snark,True,False,120370.0
snars,True,False,
snary,True,False,
snash,True,False,
snath,True,False,
snaws,True,False,
snead,True,False,173342.0
sneap,True,False,
snebs,True,False,
sneck,True,False,
sneds,True,False,
sneed,True,False,144711.0
snees,True,False,
snell,True,False,848893.0
snibs,True,False,
snick,True,False,
snies,True,False,
snift,True,False,
snigs,True,False,
snips,True,False,122226.0
snipy,True,False,
snirt,True,False,
snits,True,False,
snobs,True,False,257388.0
snods,True,False,
snoek,True,False,
snoep,True,False,
snogs,True,False,
snoke,True,False,
snood,True,False,
snook,True,False,176173.0
snool,True,False,
snoot,True,False,
snots,True,False,
snowk,True,False,
snows,True,False,1505326.0
snubs,True,False,
snugs,True,False,
snush,True,False,
snyes,True,False,
soaks,True,False,246568.0
soaps,True,False,1187925.0
soare,True,False,
soars,True,False,460703.0
soave,True,False,
sobas,True,False,
socas,True,False,
soces,True,False,
socko,True,False,
socks,True,False,2830003.0
socle,True,False,
sodas,True,False,241992.0
soddy,True,False,169547.0
sodic,True,False,191388.0
sodom,True,False,900863.0
sofar,True,False,
sofas,True,False,562606.0
softa,True,False,
softs,True,False,
softy,True,False,
soger,True,False,
sohur,True,False,
soils,True,False,15024876.0
soily,True,False,
sojas,True,False,
sojus,True,False,
sokah,True,False,
soken,True,False,
sokes,True,False,
sokol,True,False,171943.0
solah,True,False,
solan,True,False,
solas,True,False,
solde,True,False,
soldi,True,False,136512.0
soldo,True,False,
solds,True,False,
soled,True,False,239170.0
solei,True,False,
soler,True,False,161141.0
soles,True,False,1728133.0
solon,True,False,1202289.0
solos,True,False,657021.0
solum,True,False,466892.0
solus,True,False,205787.0
soman,True,False,131157.0
somas,True,False,
sonce,True,False,
sonde,True,False,
sones,True,False,
songs,True,False,24341220.0
sonly,True,False,
sonne,True,False,627302.0
sonny,True,False,1335959.0
sonse,True,False,
sonsy,True,False,
sooey,True,False,
sooks,True,False,
sooky,True,False,
soole,True,False,
sools,True,False,
sooms,True,False,
soops,True,False,
soote,True,False,
soots,True,False,
sophs,True,False,
sophy,True,False,491643.0
sopor,True,False,
soppy,True,False,
sopra,True,False,396840.0
soral,True,False,
soras,True,False,
sorbo,True,False,
sorbs,True,False,
sorda,True,False,
sordo,True,False,
sords,True,False,
sored,True,False,
soree,True,False,
sorel,True,False,617505.0
sorer,True,False,
sores,True,False,1547553.0
sorex,True,False,
sorgo,True,False,
sorns,True,False,
sorra,True,False,
sorta,True,False,150857.0
sorts,True,False,15994104.0
sorus,True,False,
soths,True,False,
sotol,True,False,
souce,True,False,
souct,True,False,
sough,True,False,
souks,True,False,
souls,True,False,19573348.0
soums,True,False,
soups,True,False,1105450.0
soupy,True,False,
sours,True,False,109778.0
souse,True,False,
souts,True,False,
sowar,True,False,
sowce,True,False,
sowed,True,False,789937.0
sowff,True,False,
sowfs,True,False,
sowle,True,False,
sowls,True,False,
sowms,True,False,
sownd,True,False,
sowne,True,False,
sowps,True,False,
sowse,True,False,
sowth,True,False,
soyas,True,False,
soyle,True,False,
soyuz,True,False,221832.0
sozin,True,False,
spacy,True,False,
spado,True,False,
spaed,True,False,
spaer,True,False,
spaes,True,False,
spags,True,False,
spahi,True,False,
spail,True,False,
spain,True,False,41588379.0
spait,True,False,
spake,True,False,2076184.0
spald,True,False,
spale,True,False,
spall,True,False,102105.0
spalt,True,False,
spams,True,False,
spane,True,False,
spang,True,False,
spans,True,False,2455238.0
spard,True,False,
spars,True,False,644882.0
spart,True,False,
spate,True,False,693423.0
spats,True,False,144732.0
spaul,True,False,
spawl,True,False,
spaws,True,False,
spayd,True,False,
spays,True,False,
spaza,True,False,
spazz,True,False,
speal,True,False,
spean,True,False,
speat,True,False,
specs,True,False,373490.0
spect,True,False,622954.0
speel,True,False,
speer,True,False,665781.0
speil,True,False,
speir,True,False,
speks,True,False,
speld,True,False,
spelk,True,False,
speos,True,False,
spets,True,False,
speug,True,False,
spews,True,False,
spewy,True,False,
spial,True,False,
spica,True,False,173682.0
spick,True,False,115601.0
spics,True,False,
spide,True,False,
spier,True,False,160671.0
spies,True,False,3440526.0
spiff,True,False,
spifs,True,False,
spiks,True,False,
spile,True,False,
spims,True,False,
spina,True,False,734553.0
spink,True,False,187503.0
spins,True,False,1636690.0
spirt,True,False,
spiry,True,False,
spits,True,False,544139.0
spitz,True,False,427092.0
spivs,True,False,
splay,True,False,190894.0
splog,True,False,
spode,True,False,
spods,True,False,
spoom,True,False,
spoor,True,False,268588.0
spoot,True,False,
spork,True,False,
sposh,True,False,
spots,True,False,13187168.0
sprad,True,False,
sprag,True,False,
sprat,True,False,257304.0
spred,True,False,
sprew,True,False,
sprit,True,False,
sprod,True,False,
sprog,True,False,
sprue,True,False,364150.0
sprug,True,False,
spuds,True,False,
spued,True,False,
spuer,True,False,
spues,True,False,
spugs,True,False,
spule,True,False,
spume,True,False,
spumy,True,False,
spurs,True,False,2284840.0
sputa,True,False,109408.0
spyal,True,False,
spyre,True,False,
squab,True,False,116225.0
squaw,True,False,761607.0
squeg,True,False,
squid,True,False,1114116.0
squit,True,False,
squiz,True,False,
stabs,True,False,386403.0
stade,True,False,234432.0
stags,True,False,406490.0
stagy,True,False,
staig,True,False,
stane,True,False,104964.0
stang,True,False,
staph,True,False,196945.0
staps,True,False,
starn,True,False,
starr,True,False,1866389.0
stars,True,False,30710319.0
stats,True,False,820989.0
staun,True,False,
staws,True,False,
stays,True,False,4836501.0
stean,True,False,
stear,True,False,
stedd,True,False,
stede,True,False,
steds,True,False,
steek,True,False,
steem,True,False,
steen,True,False,429564.0
steil,True,False,
stela,True,False,523570.0
stele,True,False,614336.0
stell,True,False,
steme,True,False,
stems,True,False,9432184.0
stend,True,False,
steno,True,False,175629.0
stens,True,False,
stent,True,False,960377.0
steps,True,False,59851144.0
stept,True,False,
stere,True,False,
stets,True,False,155364.0
stews,True,False,376910.0
stewy,True,False,
steys,True,False,
stich,True,False,140931.0
stied,True,False,
sties,True,False,
stilb,True,False,
stile,True,False,830566.0
stime,True,False,
stims,True,False,
stimy,True,False,
stipa,True,False,
stipe,True,False,201366.0
stire,True,False,
stirk,True,False,
stirp,True,False,
stirs,True,False,1080321.0
stive,True,False,
stivy,True,False,
stoae,True,False,
stoai,True,False,
stoas,True,False,
stoat,True,False,152617.0
stobs,True,False,
stoep,True,False,
stogy,True,False,
stoit,True,False,
stoln,True,False,
stoma,True,False,480704.0
stond,True,False,
stong,True,False,
stonk,True,False,
stonn,True,False,
stook,True,False,
stoor,True,False,
stope,True,False,150345.0
stops,True,False,9908432.0
stopt,True,False,188701.0
stoss,True,False,
stots,True,False,
stott,True,False,318305.0
stoun,True,False,
stoup,True,False,
stour,True,False,160419.0
stown,True,False,
stowp,True,False,
stows,True,False,
strad,True,False,
strae,True,False,
strag,True,False,
strak,True,False,
strep,True,False,238024.0
strew,True,False,260376.0
stria,True,False,304769.0
strig,True,False,
strim,True,False,
strop,True,False,
strow,True,False,
stroy,True,False,
strum,True,False,161735.0
stubs,True,False,487336.0
stude,True,False,
studs,True,False,1286892.0
stull,True,False,113433.0
stulm,True,False,
stumm,True,False,119245.0
stums,True,False,
stuns,True,False,
stupa,True,False,600272.0
stupe,True,False,
sture,True,False,
sturt,True,False,231470.0
styed,True,False,
styes,True,False,
styli,True,False,
stylo,True,False,167133.0
styme,True,False,
stymy,True,False,
styre,True,False,
styte,True,False,
subah,True,False,
subas,True,False,
subby,True,False,
suber,True,False,
subha,True,False,
succi,True,False,
sucks,True,False,655387.0
sucky,True,False,
sucre,True,False,325366.0
sudds,True,False,
sudor,True,False,
sudsy,True,False,
suede,True,False,388370.0
suent,True,False,
suers,True,False,
suete,True,False,
suets,True,False,
suety,True,False,
sugan,True,False,
sughs,True,False,
sugos,True,False,
suhur,True,False,
suids,True,False,
suint,True,False,
suits,True,False,9383260.0
sujee,True,False,
sukhs,True,False,
sukuk,True,False,
sulci,True,False,270494.0
sulfa,True,False,213901.0
sulfo,True,False,
sulks,True,False,
sulph,True,False,186864.0
sulus,True,False,
sumis,True,False,
summa,True,False,1385285.0
sumos,True,False,
sumph,True,False,
sumps,True,False,
sunis,True,False,
sunks,True,False,
sunna,True,False,214565.0
sunns,True,False,
sunup,True,False,126544.0
supes,True,False,
supra,True,False,13466096.0
surah,True,False,253892.0
sural,True,False,166301.0
suras,True,False,
surat,True,False,958437.0
surds,True,False,
sured,True,False,
sures,True,False,110536.0
surfs,True,False,
surfy,True,False,
surgy,True,False,
surra,True,False,
sused,True,False,
suses,True,False,
susus,True,False,
sutor,True,False,
sutra,True,False,1848445.0
sutta,True,False,322267.0
swabs,True,False,367730.0
swack,True,False,
swads,True,False,
swage,True,False,
swags,True,False,114794.0
swail,True,False,
swain,True,False,1001859.0
swale,True,False,185026.0
swaly,True,False,
swamy,True,False,148082.0
swang,True,False,
swank,True,False,243602.0
swans,True,False,1133893.0
swaps,True,False,639763.0
swapt,True,False,
sward,True,False,423911.0
sware,True,False,
swarf,True,False,
swart,True,False,233043.0
swats,True,False,
swayl,True,False,
sways,True,False,324014.0
sweal,True,False,
swede,True,False,672134.0
sweed,True,False,
sweel,True,False,
sweer,True,False,
swees,True,False,
sweir,True,False,
swelt,True,False,
swerf,True,False,
sweys,True,False,
swies,True,False,
swigs,True,False,
swile,True,False,
swims,True,False,692721.0
swink,True,False,
swipe,True,False,287258.0
swire,True,False,
swiss,True,False,9162041.0
swith,True,False,
swits,True,False,
swive,True,False,
swizz,True,False,
swobs,True,False,
swole,True,False,
swoln,True,False,
swops,True,False,
swopt,True,False,
swots,True,False,
swoun,True,False,
sybbe,True,False,
sybil,True,False,920710.0
syboe,True,False,
sybow,True,False,
sycee,True,False,
syces,True,False,
sycon,True,False,
syens,True,False,
syker,True,False,
sykes,True,False,1167520.0
sylis,True,False,
sylph,True,False,125014.0
sylva,True,False,205512.0
symar,True,False,
synch,True,False,159265.0
syncs,True,False,
synds,True,False,
syned,True,False,
synes,True,False,
synth,True,False,128578.0
syped,True,False,
sypes,True,False,
syphs,True,False,
syrah,True,False,
syren,True,False,
sysop,True,False,
sythe,True,False,
syver,True,False,
taals,True,False,
taata,True,False,
taber,True,False,276438.0
tabes,True,False,332135.0
tabid,True,False,
tabis,True,False,
tabla,True,False,167992.0
tabor,True,False,773943.0
tabun,True,False,
tabus,True,False,
tacan,True,False,
taces,True,False,
tacet,True,False,
tache,True,False,163065.0
tacho,True,False,
tachs,True,False,
tacks,True,False,547663.0
tacos,True,False,192528.0
tacts,True,False,
taels,True,False,341720.0
tafia,True,False,
taggy,True,False,
tagma,True,False,
tahas,True,False,
tahrs,True,False,
taiga,True,False,297293.0
taigs,True,False,
taiko,True,False,
tails,True,False,4245385.0
tains,True,False,240833.0
taira,True,False,210316.0
taish,True,False,
taits,True,False,
tajes,True,False,
takas,True,False,
takes,True,False,84145451.0
takhi,True,False,
takin,True,False,314748.0
takis,True,False,
takky,True,False,
talak,True,False,
talaq,True,False,
talar,True,False,114516.0
talas,True,False,
talcs,True,False,
talcy,True,False,
talea,True,False,
taler,True,False,
tales,True,False,15892919.0
talks,True,False,12954599.0
talky,True,False,
talls,True,False,
talma,True,False,145962.0
talpa,True,False,
taluk,True,False,397968.0
talus,True,False,718695.0
tamal,True,False,
tamed,True,False,1105181.0
tames,True,False,134863.0
tamin,True,False,
tamis,True,False,
tammy,True,False,526781.0
tamps,True,False,
tanas,True,False,
tanga,True,False,168192.0
tangi,True,False,
tangs,True,False,
tanhs,True,False,
tanka,True,False,185815.0
tanks,True,False,10562518.0
tanky,True,False,
tanna,True,False,160290.0
tansy,True,False,179736.0
tanti,True,False,124218.0
tanto,True,False,939143.0
tanty,True,False,
tapas,True,False,286063.0
taped,True,False,1567421.0
tapen,True,False,
tapes,True,False,4196656.0
tapet,True,False,
tapis,True,False,
tappa,True,False,
